run,temp,temppoor,temp2,temp2poor,prec,precpoor,prec2,prec2poor
467,.008426,.0315011,-.0001626,-.000887,-2.17e-06,.0000114,-9.94e-10,-3.83e-09
468,.0062056,.0716847,-.000404,-.0017937,1.38e-06,.0000185,-6.61e-10,-4.87e-09
469,.0111312,.0186496,-.0003343,-.0006607,4.83e-06,.0000175,-3.83e-09,-5.21e-09
470,.0136242,.00286,-.0005057,-.0001611,-3.87e-06,.0000362,-1.17e-09,-1.14e-08
471,.0088017,.0320005,-.0002676,-.0007741,.0000166,.0000394,-4.21e-09,-1.16e-08
472,.0085548,.0163683,-.0003473,-.0005669,-6.63e-06,.000021,-2.15e-09,-6.73e-09
473,.0101749,.0158008,-.000226,-.0005623,-4.38e-06,.000012,2.72e-09,-4.06e-09
474,.0077644,.0103389,-.0002053,-.0004124,-7.65e-06,.0000436,4.68e-10,-1.02e-08
475,.0127891,.0329309,-.0004885,-.0009547,-.0000171,.0000189,2.93e-09,-5.22e-09
476,.0132529,.0216884,-.0005125,-.0007356,-4.94e-06,.0000461,2.28e-09,-1.21e-08
477,.0070885,.0308579,-.0002823,-.0008463,9.90e-06,.0000247,-5.35e-09,-6.37e-09
478,.0033784,.02476,-.0001961,-.0005768,9.08e-06,.0000322,-7.29e-09,-8.67e-09
479,.0025768,.0490845,-.0000215,-.001237,9.31e-06,.0000193,1.39e-09,-5.73e-09
480,.0029566,.0446485,.0000104,-.0011758,.0000223,.0000211,-1.89e-09,-4.79e-09
481,.0096899,-.0028423,-.0004292,-.0001841,.0000238,.0000311,-3.73e-09,-8.34e-09
482,.0212535,-.0038562,-.0008696,-.0002627,.0000108,.0000136,-2.32e-09,-3.60e-09
483,.0049996,.021149,-.0002238,-.0006751,.0000112,.0000451,-2.36e-09,-1.15e-08
484,.0156044,.0341942,-.0005919,-.0009956,-.0000166,.0000206,2.79e-09,-5.54e-09
485,.004756,.0038792,-.0001983,-.0003624,-4.11e-06,.0000371,4.88e-10,-1.05e-08
486,.0135316,.004533,-.0004871,-.0003839,-3.11e-06,4.31e-07,-5.95e-10,-1.03e-09
487,.0123235,.05648,-.0003225,-.0015069,-6.67e-06,.0000386,-1.55e-09,-1.14e-08
488,.0054295,.0240861,-.0003523,-.0006311,9.37e-06,.0000268,-2.81e-09,-6.78e-09
489,.0066507,.0216206,-.0002665,-.0006899,.0000227,.00002,-5.17e-09,-7.74e-09
490,.0058233,.0172547,-.0003297,-.000694,.0000404,.0000163,-1.08e-08,-4.52e-09
491,.0194766,.0482965,-.0007197,-.0012535,2.35e-06,.0000372,-2.82e-09,-8.40e-09
492,.009991,.0416843,-.0006016,-.0010477,.0000136,.0000306,-1.12e-09,-6.47e-09
493,.0112627,.0257959,-.0003804,-.0007814,5.80e-06,.0000571,4.40e-10,-1.62e-08
494,.011348,.0255984,-.0004222,-.0008809,-.000017,.0000525,3.32e-10,-1.30e-08
495,.0122177,.0404297,-.0006683,-.0010301,9.32e-06,.0000174,-4.07e-09,-3.77e-09
496,.0034528,.0257932,-.0001608,-.0007624,9.52e-06,.0000184,-1.68e-09,-4.80e-09
497,.0058376,.0011191,-.0002255,-.0001742,-1.81e-06,.000031,4.73e-09,-8.40e-09
498,.0110524,.0110174,-.0004997,-.0003491,-1.27e-07,.0000331,-5.57e-10,-1.15e-08
499,.0119997,.043605,-.000305,-.0011878,3.82e-06,.0000287,-2.65e-09,-1.06e-08
500,.007862,.028604,-.0003151,-.0007517,.0000101,.0000182,-3.27e-09,-3.58e-09
501,.0082063,.011124,-.0002393,-.0003812,-.0000106,.0000327,-2.83e-11,-1.20e-08
502,.0150493,.0368664,-.0005845,-.0010663,6.48e-06,7.47e-06,-1.81e-09,-2.95e-09
503,.004699,.0333149,-.000366,-.0009405,-1.21e-06,.0000121,-2.74e-09,-3.33e-09
504,.0092824,.0119547,-.0004197,-.0004716,-1.06e-06,.0000226,-1.20e-09,-8.04e-09
505,.0056512,.0486163,-.0002292,-.0013142,-4.61e-06,.000027,1.78e-09,-8.14e-09
506,.0056964,.0323482,-.0001642,-.0010635,-.0000109,.0000291,2.73e-09,-8.30e-09
507,.0125427,.025684,-.0006279,-.0008032,.0000144,.0000209,-6.23e-09,-6.13e-09
508,.0099028,.0581919,-.0005119,-.0014394,.0000192,.0000531,-4.30e-09,-1.51e-08
509,.0116407,-.0116833,-.0005118,-.0000105,2.20e-07,.0000215,-3.82e-09,-5.62e-09
510,.0020924,.0757287,-4.33e-06,-.0019055,.0000175,.0000339,-5.11e-09,-1.16e-08
511,.014349,.0108458,-.0004881,-.0004997,-.0000208,.0000146,1.43e-09,-5.11e-09
512,.0153606,-.0014333,-.0005975,-.0002246,4.48e-06,-9.82e-06,-3.61e-09,5.05e-10
513,.0022313,.0475586,-.0001951,-.0012716,4.43e-07,.0000344,-7.17e-10,-9.54e-09
514,.0061463,.0349744,-.000264,-.0009177,3.84e-06,.0000149,-3.67e-09,-6.00e-09
515,.0172183,.0069299,-.0005053,-.0003523,-.0000333,.0000189,4.80e-09,-7.16e-09
516,.0039191,.0224925,-.000126,-.0008621,-.0000298,.0000129,7.25e-09,-3.42e-09
517,.0087258,.0156376,-.0005086,-.0005562,-.0000113,.0000253,2.28e-09,-8.77e-09
518,.0166708,.0431022,-.0008508,-.0010521,5.32e-07,.0000195,-2.29e-09,-7.38e-09
519,.0078029,.0260534,-.0004236,-.0007678,.0000226,.0000334,-5.77e-09,-7.13e-09
520,.0049581,.0295789,-.0003376,-.0008626,.0000151,.0000443,-4.57e-09,-9.72e-09
521,.0108667,.0152292,-.0003,-.0007069,-.0000219,.0000178,4.36e-09,-4.82e-09
522,.0187503,.1013252,-.0007667,-.0024566,.000013,.0000159,-7.19e-09,-5.59e-09
523,.0075228,.0185649,-.0002972,-.0007605,.0000137,.0000301,-2.60e-09,-7.68e-09
524,.0072737,.0550928,-.0001652,-.0012814,.0000114,.0000272,-2.57e-09,-9.09e-09
525,.0099629,.0379913,-.0002478,-.0011321,-.0000107,.000018,4.68e-09,-4.67e-09
526,.0159387,.0297265,-.0005445,-.0007341,9.22e-06,.0000228,-1.82e-09,-5.05e-09
527,-.0001359,.005829,-.0001492,-.0003402,.000014,.0000519,-4.61e-09,-1.37e-08
528,.0057679,.0040223,-.0003473,-.0003984,8.66e-06,.0000454,-5.62e-10,-1.11e-08
529,.008353,-.005183,-.0002233,-.0001343,5.33e-07,8.97e-06,4.83e-10,-1.52e-09
530,.0124655,.0276414,-.0002808,-.0007739,-9.84e-06,.0000488,-1.71e-10,-1.43e-08
531,.008237,.0131132,-.0002686,-.0004991,.0000157,.0000171,-3.83e-09,-5.84e-09
532,.0040957,.0380964,.0000288,-.0010793,.0000137,.0000432,-1.66e-09,-1.23e-08
533,.0063094,.0538363,-.000206,-.0014076,1.87e-06,.000026,-2.30e-09,-7.74e-09
534,.0104607,.0366216,-.0004931,-.0010184,-4.29e-06,.0000154,-3.45e-09,-4.86e-09
535,.0040624,-.0183152,-.000228,-.0000295,.0000117,.0000128,-3.94e-09,-4.01e-09
536,.0160238,.0247147,-.0005705,-.0007101,.0000169,.0000236,-6.62e-09,-7.26e-09
537,.0009762,-.0075989,-3.28e-06,-.0000602,-.000019,.0000478,2.31e-09,-1.29e-08
538,.0063813,.0105124,-.0003889,-.0005418,2.98e-06,.0000333,-5.65e-09,-8.04e-09
539,.0170703,.0599818,-.0006678,-.0014772,-3.73e-06,.0000282,-4.39e-10,-8.23e-09
540,.0032602,.0060877,-.000187,-.0001896,3.83e-06,.0000416,8.33e-10,-1.13e-08
541,.0063072,.0104229,-.0000399,-.0005097,.0000325,.0000317,-8.08e-09,-1.08e-08
542,.0149528,.0548445,-.0005988,-.0013139,.0000184,.0000208,-8.25e-09,-6.41e-09
543,.0125678,.0494709,-.0005024,-.0013877,-3.60e-06,.0000411,2.23e-10,-1.04e-08
544,.0130321,.0443856,-.0005222,-.0011886,.000044,.0000343,-1.28e-08,-8.92e-09
545,.0096911,.0467433,-.0004075,-.0012422,2.06e-06,.0000505,-1.81e-09,-1.37e-08
546,-.0040616,.042956,.0002359,-.0011361,.0000346,8.32e-06,-9.88e-09,-3.04e-09
547,.0107638,-.0079924,-.0003368,-.000171,.0000123,.0000237,-3.03e-09,-7.35e-09
548,.0068383,.0238679,-.0001169,-.0008641,1.21e-06,.0000316,1.18e-10,-1.05e-08
549,.0069694,.0295877,-.0002392,-.0008863,.0000297,9.87e-06,-8.90e-09,-3.77e-09
550,.0105259,.0126842,-.0003446,-.0004015,4.22e-06,.000044,-3.30e-09,-1.30e-08
551,.0069505,.0166146,-.0002426,-.0005424,.0000206,3.44e-06,-7.92e-09,-1.30e-09
552,.005296,.0326049,-.0001317,-.0008224,.0000274,.0000237,-1.20e-08,-8.86e-09
553,.0089188,.0216161,-.0004867,-.0006809,-8.36e-07,.0000204,-1.59e-09,-5.78e-09
554,.0137335,.033225,-.0004078,-.0011554,-.0000115,.0000226,2.29e-09,-6.35e-09
555,.0076073,.0494362,-.0003376,-.0011964,.0000148,.0000353,-6.31e-09,-1.25e-08
556,.0145665,.0217789,-.0004998,-.000765,1.33e-06,.0000467,1.22e-09,-1.27e-08
557,.0088779,.0370685,-.0000761,-.0012286,5.23e-06,.0000378,-3.28e-09,-1.05e-08
558,.0117945,.0141215,-.0002818,-.0005674,.0000347,.0000294,-5.92e-09,-8.59e-09
559,.0161726,.0575523,-.0004546,-.0015289,1.50e-06,-.00001,-3.06e-09,1.27e-09
560,.0210878,.0148622,-.0008976,-.0005143,-2.29e-06,.0000446,9.41e-10,-1.55e-08
561,.0092421,.0093888,-.000219,-.0005249,.0000178,.0000561,-3.51e-09,-1.61e-08
562,.0084235,.0465871,-.0002657,-.0012033,2.92e-06,.0000344,-3.18e-09,-1.03e-08
563,.00811,.0308239,-.0002566,-.0009352,6.98e-06,.0000397,-1.74e-09,-1.21e-08
564,.0128916,.0542729,-.0004043,-.001351,-9.25e-07,.0000501,1.25e-09,-1.43e-08
565,.0153789,.0409713,-.0005679,-.0011092,6.97e-06,.0000319,-4.45e-10,-9.63e-09
566,.0106716,.0227742,-.0001632,-.0006221,2.11e-06,.0000594,8.76e-10,-1.81e-08
567,.0117796,-.0234477,-.0005005,.0002875,-1.09e-06,.0000333,-3.00e-09,-7.25e-09
568,.0178178,.0270441,-.0007353,-.0007507,.0000198,.0000228,-2.96e-09,-6.42e-09
569,.016551,.0152868,-.0006465,-.000526,-3.55e-07,.0000402,-5.85e-10,-1.13e-08
570,.0104286,.0230892,-.0002997,-.0006937,8.14e-06,.0000288,-2.28e-09,-7.42e-09
571,.022403,.0186021,-.0007458,-.000538,9.34e-06,.0000239,-6.26e-09,-6.26e-09
572,.0041678,.031289,-.0001188,-.0009225,-1.12e-06,.0000117,-5.30e-10,-2.35e-09
573,.0059902,.0442433,-.0001475,-.0012833,.0000293,.0000327,-8.57e-09,-9.73e-09
574,.0049886,.008205,-.0000654,-.0004213,2.33e-06,.0000499,4.31e-10,-1.32e-08
575,.0098703,.0164316,-.0003829,-.0007119,.0000355,.0000421,-5.54e-09,-1.14e-08
576,.0093105,.0692386,-.0002796,-.0017186,1.45e-06,.000016,-1.22e-09,-7.76e-09
577,.0126837,.0330694,-.0007803,-.0008592,-.0000253,.0000121,6.66e-09,-3.14e-09
578,.0126184,.0113011,-.0003749,-.000427,-3.01e-06,.0000472,-2.42e-09,-1.16e-08
579,.004785,.0289512,-.0002016,-.000851,.0000138,.0000391,-3.60e-09,-9.66e-09
580,.010258,.0266347,-.0003434,-.0009269,2.53e-06,.0000489,-2.54e-09,-1.29e-08
581,.0064025,.0645777,-.0000346,-.0014273,-2.27e-06,.0000196,-4.20e-10,-7.61e-09
582,.0065655,.0048445,-.0004308,-.0003619,.0000167,.0000234,-2.23e-09,-6.19e-09
583,.0160903,.0173508,-.0004663,-.000784,.0000115,.0000191,-2.61e-09,-5.44e-09
584,.0111734,.0065855,-.0002904,-.0002245,-4.92e-06,.0000134,-5.56e-10,-5.76e-09
585,.0125609,.0676765,-.000536,-.0014999,.0000116,.0000361,-8.84e-10,-1.03e-08
586,.0107047,.0238361,-.0003566,-.0007117,.0000236,.0000291,-7.08e-09,-8.68e-09
587,.0029297,.035155,.0000668,-.0009833,.0000233,.0000144,-6.37e-09,-4.44e-09
588,.0110951,.0558208,-.0004519,-.0014216,8.36e-06,.0000164,-2.79e-09,-7.02e-09
589,.0171576,.0631631,-.0006215,-.0016906,-1.75e-06,.000011,-2.91e-09,-2.59e-09
590,.0087305,.0291968,-.0002406,-.0007988,-.0000147,8.85e-06,3.53e-09,-2.95e-09
591,.0051822,.0689438,-.00017,-.0017572,.0000311,.0000121,-7.43e-09,-5.47e-09
592,.0023573,.0316894,-4.89e-06,-.0009473,-9.34e-07,.0000297,-2.05e-10,-9.03e-09
593,.0138402,.0133266,-.000546,-.0004521,.0000137,.000039,-2.29e-09,-1.16e-08
594,.0187147,.0030001,-.0007026,-.0004131,2.30e-06,.0000136,1.09e-10,-4.55e-09
595,.015852,.0566248,-.000582,-.0014772,.0000118,.0000209,-3.34e-09,-5.79e-09
596,.0140114,.042388,-.0003849,-.0011936,.0000175,.0000294,-3.43e-09,-8.52e-09
597,.00274,.0366456,-.0000363,-.000984,-3.06e-06,.0000238,1.03e-10,-7.22e-09
598,.0089533,.0283011,-.0002768,-.000775,4.66e-06,6.20e-06,-4.20e-10,-1.84e-09
599,.0065694,.0224701,-.0002254,-.0007115,5.47e-06,.0000205,-2.39e-09,-7.61e-09
600,.0113758,.0277115,-.0003946,-.0008847,-2.18e-06,.0000427,-9.78e-10,-9.90e-09
601,.0044535,.0286117,-.0002569,-.0007575,-.0000171,.0000347,1.42e-09,-9.20e-09
602,.0068424,.036205,-.0002772,-.0010001,1.52e-06,.0000309,-2.05e-09,-7.27e-09
603,.0063148,.0648072,-.0002816,-.0017311,.000027,.0000403,-6.15e-09,-9.01e-09
604,.0140033,.0555747,-.0005142,-.0012382,.000021,.0000194,-4.73e-09,-8.57e-09
605,.0123744,.0191336,-.0004286,-.0006658,.0000247,.0000188,-6.10e-09,-5.69e-09
606,.0115299,.050022,-.0004694,-.0012829,-.0000101,.0000133,-1.57e-09,-5.44e-09
607,.0059928,.0308274,-.0002404,-.0009009,8.37e-06,.0000377,-5.46e-09,-9.32e-09
608,.0005802,.0468223,-.0000431,-.0012449,-4.28e-06,.0000305,-4.14e-10,-9.66e-09
609,.016573,.0221622,-.0006796,-.0006812,5.35e-06,9.66e-06,-6.13e-09,-3.60e-09
610,.0102689,-.0056084,-.0003953,-.000173,-9.46e-07,.0000305,-2.12e-09,-8.28e-09
611,.0077271,.0609371,-.0001325,-.0015046,5.24e-06,.0000274,-1.12e-09,-7.16e-09
612,.0050128,.0278818,-.0000974,-.0007521,-.0000158,.0000454,4.95e-09,-1.41e-08
613,.0087557,.0540201,-.0003415,-.0013045,.0000124,.0000462,-6.32e-09,-1.16e-08
614,.012715,.0127821,-.0005883,-.0005142,-8.76e-06,.00007,-1.86e-10,-1.72e-08
615,.003645,.0374521,-.0001916,-.0008484,.0000143,.0000218,-3.48e-09,-6.62e-09
616,.0092547,.0557324,-.000498,-.001361,-3.52e-06,.0000249,-2.97e-09,-7.72e-09
617,.0039214,.0217963,-.0000742,-.0007347,-.0000113,.0000308,2.61e-09,-7.95e-09
618,.012474,-.0077056,-.0003542,-.0000793,3.01e-07,.0000205,-8.46e-10,-6.71e-09
619,.0072216,.0303618,-.0003031,-.0009138,8.31e-06,.000011,-5.88e-09,-3.36e-09
620,.0077241,.0205691,-.0002885,-.0005792,-.0000108,.0000111,-1.64e-09,-4.71e-09
621,.0085391,.0314906,-.0001865,-.0010064,.0000129,.0000167,-3.48e-09,-2.37e-09
622,.0019867,.0036422,-.0000304,-.0003946,1.92e-06,.0000463,-3.00e-10,-1.06e-08
623,.0115509,.0563137,-.0005866,-.0012448,-7.02e-07,.0000129,-1.77e-09,-4.95e-09
624,.0075131,.0266152,-.0002312,-.0007861,.0000158,.0000197,-3.96e-09,-5.00e-09
625,.0041112,.0618355,-.0000971,-.0014697,.0000257,2.61e-06,-9.09e-09,-1.75e-09
626,.0046727,.0344704,-.0001205,-.0008748,-3.86e-07,.0000532,9.16e-10,-1.56e-08
627,.0118673,.0252683,-.0003091,-.0007009,.0000113,-4.86e-06,-3.89e-09,-8.29e-10
628,.00537,.0330308,-.0002043,-.0009908,-.0000118,.0000165,5.64e-10,-3.38e-09
629,.0122784,.0129537,-.0005282,-.0005385,.0000215,.0000109,-8.19e-09,-4.52e-09
630,.0014348,.0399727,-.0001288,-.0009877,-8.74e-07,.0000149,8.67e-10,-3.76e-09
631,.0059828,.0496062,-.0003512,-.0012096,.0000131,.0000176,-4.05e-09,-6.45e-09
632,.009287,.0293299,-.000497,-.0008954,-7.61e-06,.0000411,-1.35e-09,-7.48e-09
633,.0071407,.0149983,-.0001921,-.0005331,.0000226,.0000356,-7.28e-09,-1.06e-08
634,.0067809,-.0068244,-.0001861,.0001084,.0000239,.0000282,-5.92e-09,-8.44e-09
635,.0038184,.0318951,-.0001992,-.0008753,.0000194,.0000271,-7.33e-09,-7.30e-09
636,.0080161,.0258036,-.0002163,-.0007755,-3.51e-06,.0000404,-1.74e-09,-1.11e-08
637,.0103162,.0729712,-.000399,-.0017607,-.0000262,.0000142,7.23e-09,-5.36e-09
638,.0152035,.025592,-.0007455,-.0008331,.0000145,.0000283,-2.29e-09,-6.16e-09
639,.0068224,.0362942,-.0003971,-.001099,.000026,.0000287,-6.68e-09,-9.07e-09
640,.0123588,.0410925,-.0003976,-.0011894,-6.63e-07,.000015,-2.29e-09,-8.35e-09
641,.0112547,.0074277,-.0002139,-.0003711,-.0000243,.0000231,5.21e-09,-7.07e-09
642,.0130134,.0148854,-.0004399,-.0005487,-1.21e-06,.0000267,-2.42e-09,-9.22e-09
643,.0088251,.0577127,-.0003956,-.0014428,5.73e-06,.000027,-9.37e-10,-6.03e-09
644,.0115166,.038893,-.000276,-.0011541,-.0000151,.0000225,5.48e-09,-7.50e-09
645,.0072843,.0316125,-.0001227,-.0007729,-.0000161,.0000187,-4.17e-12,-7.22e-09
646,.0060772,.0201573,-.0004573,-.0006535,-3.11e-06,.0000318,1.19e-09,-8.64e-09
647,.0115454,.0466388,-.000331,-.001251,.0000203,.0000452,-5.16e-09,-1.26e-08
648,.0108349,.029229,-.0004035,-.0008246,-4.82e-06,.0000243,-1.35e-09,-7.37e-09
649,.0047149,.0118482,-.0000659,-.0005528,.0000172,.0000307,-4.31e-09,-1.08e-08
650,.0153107,.022364,-.0005379,-.0007163,.0000122,.0000222,-5.64e-09,-7.63e-09
651,.0118314,.0328924,-.0005055,-.0009008,-.0000212,9.99e-06,5.10e-09,-4.53e-09
652,.0197248,-.0139927,-.00082,.0001634,.0000187,.0000344,-8.44e-09,-8.25e-09
653,.0059331,.0228013,-.000155,-.0006137,-1.12e-06,.0000117,-1.91e-09,-6.64e-09
654,.0085294,.0499228,-.0002285,-.0012129,-3.62e-06,4.99e-06,-1.15e-09,-1.95e-09
655,.011627,.0280005,-.000555,-.0007103,.0000145,.0000255,-3.66e-09,-8.02e-09
656,.0080227,.0394834,-.0003572,-.0011222,5.03e-06,.000016,-3.67e-10,-5.66e-09
657,.0082052,.0168915,-.0002351,-.0005082,-.0000165,.0000318,1.42e-09,-9.13e-09
658,.0107265,.0117665,-.0004307,-.0004487,-.0000299,.0000157,3.90e-09,-5.48e-09
659,.0082865,.0116301,-.0003326,-.0005485,.0000127,.000044,-4.74e-09,-9.96e-09
660,.0116109,.0390925,-.0004683,-.0009611,.0000176,.0000305,-5.08e-09,-8.80e-09
661,.0106696,-.0049534,-.0003899,-.0000992,-5.12e-06,.0000316,2.13e-10,-9.87e-09
662,.0045257,.0360896,-.0003289,-.0008194,4.47e-06,.0000586,-2.53e-10,-1.32e-08
663,.008796,.0116878,-.0001755,-.0006066,.0000263,.0000345,-7.74e-09,-1.05e-08
664,.0089046,.033295,-.0001368,-.0009535,.0000195,.0000296,-4.39e-09,-6.26e-09
665,.0080263,.0525217,-.0004348,-.0012474,5.20e-06,.0000163,-3.44e-09,-7.62e-09
666,.0059518,.0168813,-.0002346,-.0005424,.0000125,6.61e-06,-5.12e-09,-3.97e-10
667,.0090168,.0313183,-.0004227,-.000783,.0000137,.0000221,-4.00e-09,-6.29e-09
668,.0083916,.0305585,-.0002858,-.0008754,3.56e-06,.0000446,-8.94e-10,-1.39e-08
669,.0174543,.0313079,-.0006588,-.0008389,6.85e-06,.0000265,-4.33e-09,-8.11e-09
670,.0057118,.0229554,-.0002561,-.0007201,.0000147,.0000173,-6.13e-09,-4.78e-09
671,.0044789,.0600727,-.0002695,-.0015947,.0000139,5.47e-06,-4.39e-09,-4.07e-09
672,.0050491,.0726371,-.0002445,-.001783,-3.03e-07,.0000479,-1.01e-09,-1.13e-08
673,.0139134,.0075319,-.0004802,-.0003443,-2.80e-06,.000014,-2.56e-09,-5.98e-09
674,.0151127,.0229068,-.0004129,-.0008678,-9.10e-06,.0000209,5.12e-10,-7.27e-09
675,.0085452,.0279304,-.0004598,-.000718,-2.21e-06,.0000305,-1.92e-09,-7.57e-09
676,.0043996,.0348567,-.0000466,-.0009827,2.85e-06,.0000115,3.16e-10,-5.67e-09
677,.0083379,.0392501,-.0002594,-.0011272,-7.39e-06,3.38e-06,-2.36e-10,-1.65e-09
678,.0072846,.0551012,-.0002219,-.0012917,-6.04e-06,.0000299,9.34e-10,-8.85e-09
679,.0111698,.0171916,-.0004565,-.0005677,.0000106,.0000105,-5.54e-09,-2.39e-09
680,.0188745,.0075551,-.0007677,-.0004715,.0000199,.0000134,-1.87e-09,-3.23e-09
681,.0095043,-.0078786,-.0004427,.0000689,5.80e-07,.0000401,-8.35e-10,-1.24e-08
682,.0063551,.0567276,-.0002589,-.0014375,.0000121,.0000131,-4.85e-09,-2.77e-09
683,.0123429,.0280841,-.0004481,-.0009158,.0000197,.0000434,-6.22e-09,-1.15e-08
684,.0040154,.0378233,-.0001169,-.0010034,1.56e-06,.0000178,8.02e-11,-6.66e-09
685,.0038622,.0207098,-.0002216,-.0007092,.0000153,.0000138,-4.34e-09,-5.07e-09
686,.0061416,.0068107,-.0001082,-.0002984,-8.22e-06,.0000317,-1.82e-09,-1.12e-08
687,.000147,.0902359,.0000431,-.0020779,.0000215,.0000235,-5.45e-09,-6.88e-09
688,.0091863,.0234041,-.0002072,-.0008327,8.72e-06,.0000421,-1.01e-09,-1.22e-08
689,.0105668,.0480981,-.0003971,-.0012881,.0000203,.0000452,-5.78e-09,-1.25e-08
690,.0101058,.0597391,-.0001751,-.0015353,9.87e-06,.0000196,-6.21e-09,-5.66e-09
691,.0093055,.0255298,-.0002344,-.0008477,.0000216,.0000409,-8.99e-09,-1.37e-08
692,.0116402,.0180492,-.0004739,-.0005738,-6.42e-06,.0000268,3.62e-09,-6.56e-09
693,.0049032,.0265158,-.000387,-.0008574,.000039,.0000103,-5.80e-09,-3.53e-09
694,.013489,-.0065477,-.0005095,-.0000877,.0000154,.0000221,-4.88e-09,-6.70e-09
695,.011886,.0437192,-.0005892,-.0012015,-7.32e-07,.0000278,-1.72e-09,-9.28e-09
696,.0141696,.0486305,-.0006082,-.0013558,.0000132,.0000418,-2.99e-09,-1.04e-08
697,.0073961,.0529132,-.0002817,-.0013055,.0000111,.0000104,-3.64e-09,-6.08e-09
698,.0059057,.0382527,-.0002725,-.0009804,4.91e-06,.0000253,-2.12e-09,-6.50e-09
699,.0085838,.0130629,-.0002047,-.0006909,-5.24e-06,.0000193,1.82e-09,-3.58e-09
700,.0053849,.0313313,-.0002066,-.0008506,.0000399,.0000473,-1.03e-08,-9.25e-09
701,.0090885,.047517,-.0003826,-.0012137,.0000171,.0000249,-9.17e-10,-8.37e-09
702,.0099147,.0029186,-.0004707,-.0003355,.0000196,.0000191,-4.12e-09,-7.78e-09
703,.0130507,.0224051,-.0002128,-.0006399,-.0000157,.0000238,-1.02e-09,-7.84e-09
704,.0311151,.0131932,-.0008822,-.0006273,.0000288,.0000239,-1.15e-08,-5.79e-09
705,.004756,.0522271,-.0001161,-.0012222,-5.80e-06,.0000294,1.72e-09,-7.12e-09
706,.0083356,.040191,-.0003317,-.0011032,.0000149,.0000107,-6.28e-09,-5.58e-09
707,.0105074,.0163452,-.0002783,-.0005411,.0000269,.0000241,-1.15e-08,-6.67e-09
708,.0091445,.0149124,-.0004193,-.0005298,.0000105,.0000251,-2.99e-09,-6.76e-09
709,.0146743,.0191954,-.0004531,-.0006662,3.17e-06,.0000312,2.71e-10,-7.93e-09
710,.0092634,.034422,-.0002729,-.0009003,6.71e-06,.0000376,-2.09e-09,-1.08e-08
711,.0047926,.0087257,-.0001138,-.0004008,.0000155,.0000155,-3.46e-09,-4.76e-09
712,.0040466,.0277909,-.0001282,-.0008626,9.23e-06,.0000457,-2.44e-09,-1.15e-08
713,.0084215,.0118533,-.0003332,-.000543,9.24e-06,.0000104,-3.64e-09,-3.20e-09
714,.0044824,.0368395,-.0001804,-.0009247,.0000219,.0000405,-7.51e-09,-1.06e-08
715,.0111741,.0087402,-.0004213,-.0005023,4.21e-06,.0000226,-3.50e-09,-5.33e-09
716,.0177215,.0568865,-.000697,-.0016009,-4.58e-07,.000053,-3.34e-09,-1.17e-08
717,.0098817,.058913,-.0005357,-.0014485,2.23e-06,.0000227,-1.60e-09,-4.51e-09
718,.0109916,.0544112,-.0004635,-.0013842,-3.79e-06,.0000217,2.09e-09,-5.97e-09
719,.0108837,.0218669,-.0005216,-.0006668,1.09e-06,.0000375,-1.73e-09,-9.47e-09
720,.0072656,.0250333,-.0004037,-.0008154,.0000134,.0000175,-3.94e-09,-6.32e-09
721,.0049337,.0315709,-.0002955,-.0008011,-6.36e-06,.0000131,9.55e-10,-4.40e-09
722,.0138194,.0377945,-.000433,-.000983,-.000012,.0000269,3.07e-09,-6.91e-09
723,.007607,.0242283,-.0002499,-.0006835,1.63e-06,.0000328,-1.75e-11,-1.02e-08
724,.0108831,.0115561,-.0004043,-.0006538,7.91e-06,.0000324,-3.11e-09,-1.12e-08
725,.0096773,.0304723,-.0003244,-.0008342,.0000165,.0000351,-4.64e-09,-1.02e-08
726,.0115019,.0215967,-.0005105,-.0005824,.0000244,.0000622,-3.59e-09,-1.70e-08
727,.0147431,.0115223,-.000446,-.0005561,.0000228,.0000305,-8.26e-09,-7.53e-09
728,.0081973,.0480093,-.0002393,-.0010853,-9.17e-06,.0000472,1.10e-09,-1.31e-08
729,.0041312,.0084941,-.000087,-.0003015,.0000244,.0000113,-1.03e-08,-3.99e-09
730,.0159523,.0201184,-.0005253,-.0005335,-6.78e-06,.0000223,1.90e-10,-5.46e-09
731,.0111034,.0084389,-.0005112,-.0004876,.0000154,.0000398,-1.40e-09,-9.47e-09
732,.0123012,.0399359,-.0005374,-.001112,8.74e-06,.0000349,-5.42e-09,-7.47e-09
733,.0082104,.0161524,-.0001261,-.0005872,-7.01e-06,.0000294,-8.65e-10,-6.62e-09
734,.0085249,.0061953,-.0002821,-.0004528,.000019,.0000247,-8.40e-09,-7.12e-09
735,.0037893,.0136525,-.0001149,-.0005378,1.58e-06,.0000292,1.64e-09,-6.79e-09
736,.0041607,.0178797,-.0001867,-.0007826,.0000132,.0000307,-3.27e-09,-6.27e-09
737,.0145561,.030999,-.0003581,-.0008478,2.48e-06,.0000674,-2.16e-09,-1.67e-08
738,.0158576,.016543,-.0004909,-.0006461,7.05e-06,.0000275,-3.04e-09,-9.23e-09
739,.0097724,.0068558,-.0002906,-.0005693,-.00001,.0000524,1.47e-09,-1.57e-08
740,.0101516,.0277171,-.0003976,-.0008615,-4.16e-06,-1.26e-06,1.21e-09,-3.63e-09
