run,temp,temp2,prec,prec2
295,.0148279,-.0005082,3.12e-06,-2.50e-09
296,.0111716,-.0003474,.0000273,-7.82e-09
297,.0141891,-.000593,1.50e-06,-9.50e-10
298,.0117548,-.0004504,7.38e-06,-2.67e-09
299,.0132045,-.0003533,.0000343,-9.83e-09
300,.0137674,-.0005441,-9.99e-07,-1.89e-09
301,.0124895,-.0004921,7.06e-06,-3.42e-09
302,.014654,-.0005281,.0000221,-5.53e-09
303,.0168464,-.0006708,.0000266,-8.21e-09
304,.0126053,-.0005978,2.66e-06,-3.70e-09
305,.0094872,-.0003783,9.90e-07,-1.06e-09
306,.0204623,-.0006275,.000029,-8.33e-09
307,.0095877,-.0003616,.000026,-7.41e-09
308,.0181471,-.0005644,-1.58e-06,-1.48e-09
309,.0124922,-.0004877,4.62e-06,-3.40e-09
310,.0132987,-.0005448,9.36e-06,-4.78e-09
311,.0083645,-.0003125,.0000191,-5.52e-09
312,.0089923,-.0005099,.0000116,-1.75e-09
313,.009905,-.0004109,-3.43e-06,-1.69e-09
314,.0082723,-.0003287,.0000206,-7.49e-09
315,.0065141,-.0003057,.0000203,-6.12e-09
316,.0058032,-.0001976,.0000205,-5.04e-09
317,.0092814,-.000421,.000013,-5.26e-09
318,.0196517,-.000793,-3.27e-06,-2.83e-09
319,.0166955,-.0004545,9.78e-06,-3.30e-09
320,.011479,-.0005269,8.67e-06,-4.19e-09
321,.0145655,-.000521,.0000151,-3.69e-09
322,.0206229,-.0006428,6.16e-06,-4.54e-09
323,.0149537,-.0005385,6.75e-06,-3.19e-09
324,.0126898,-.0004315,-2.41e-06,-3.03e-10
325,.0122842,-.0005263,.0000229,-7.30e-09
326,.0162247,-.000624,5.01e-06,-2.33e-09
327,.0084621,-.0003311,.0000182,-7.05e-09
328,.0178665,-.0005991,.000024,-5.49e-09
329,.0183161,-.0005829,.0000316,-7.78e-09
330,.0085514,-.000447,.0000187,-4.53e-09
331,.0201048,-.0007238,.0000252,-6.83e-09
332,.0097467,-.0003637,.0000126,-5.46e-09
333,.0203146,-.000767,.0000202,-6.41e-09
334,.0195585,-.0006987,1.62e-06,-7.15e-10
335,.0171306,-.0006166,.0000143,-4.62e-09
336,.0097561,-.0003295,.0000295,-9.24e-09
337,.0167106,-.0006222,.0000327,-7.77e-09
338,.0232671,-.0006688,9.56e-06,-4.46e-09
339,.0126873,-.0004729,.0000156,-5.43e-09
340,.0148737,-.0005174,.0000289,-7.73e-09
341,.0059131,-.0001972,.0000226,-7.59e-09
342,.0141738,-.0004412,.0000111,-3.71e-09
343,.0148654,-.0006027,6.03e-06,-8.17e-10
344,.0144877,-.0005374,.0000109,-2.92e-09
345,.0138514,-.0005254,4.28e-06,-1.66e-09
346,.0143177,-.0003835,.0000172,-5.90e-09
347,.0124508,-.0005496,7.40e-06,-4.05e-09
348,.0106471,-.0003924,.0000233,-8.17e-09
349,.0104728,-.0003934,.0000254,-8.08e-09
350,.0114002,-.0004126,6.48e-06,-4.46e-09
351,.0143086,-.0005951,9.04e-06,-4.63e-09
352,.0120311,-.0004725,.000013,-2.33e-09
353,.0158496,-.0006615,.0000208,-5.81e-09
354,.003542,-.0001991,.0000172,-5.88e-09
355,.0140042,-.0005178,.0000234,-7.08e-09
356,.0108828,-.0003134,.0000325,-8.21e-09
357,.0131566,-.0004249,.0000337,-7.63e-09
358,.0177905,-.0006536,.0000121,-4.22e-09
359,.0029946,-.0002182,.0000227,-7.25e-09
360,.0058073,-.0003777,.0000362,-9.28e-09
361,.0125991,-.0004539,-2.60e-06,-4.39e-10
362,.0074089,-.0003704,.0000162,-4.57e-09
363,.0133284,-.0004862,.0000137,-5.96e-09
364,.0130281,-.0004941,.0000177,-5.17e-09
365,.0149496,-.0004616,.0000251,-7.06e-09
366,.0160182,-.0005981,.0000148,-7.38e-09
367,.0099746,-.0004235,3.28e-06,-2.09e-09
368,.0095788,-.0003814,.0000227,-7.07e-09
369,.0120294,-.0004573,3.19e-06,-3.05e-09
370,.0123159,-.0004166,.0000262,-8.25e-09
371,.0212963,-.0006257,.0000245,-7.60e-09
372,.0060745,-.0002366,.0000168,-3.77e-09
373,.0092377,-.0003644,.0000263,-8.23e-09
374,.0110236,-.0003999,4.23e-06,-3.38e-09
375,.0190001,-.0007,.000019,-4.20e-09
376,.0124922,-.0004115,.0000147,-5.32e-09
377,.0096236,-.0004236,4.52e-06,-3.10e-09
378,.0174,-.0005178,.0000234,-8.53e-09
379,.0124935,-.000557,-1.68e-06,-3.57e-09
380,.0116098,-.0004343,.0000349,-9.35e-09
381,.0223474,-.0006807,.0000391,-1.20e-08
382,.0084533,-.000363,.0000272,-6.71e-09
383,.0164136,-.0005552,2.33e-06,-1.27e-09
384,.0102814,-.0003,.0000222,-7.82e-09
385,.013052,-.000598,5.26e-06,-5.61e-09
386,.0135844,-.0006494,.0000204,-5.57e-09
387,.0130319,-.0003897,.0000141,-6.16e-09
388,.0120389,-.0004809,.0000102,-2.96e-09
389,.0126089,-.0004228,-2.92e-06,-8.82e-11
390,.0126143,-.0004516,.0000145,-6.21e-09
391,.015291,-.0005379,9.34e-06,-3.30e-09
392,.0113185,-.0003514,.000018,-5.35e-09
393,.0175719,-.0005375,7.85e-06,-2.89e-09
394,.0098116,-.0003869,2.66e-06,-1.61e-09
395,.0143943,-.0004235,5.96e-06,-4.91e-09
396,.0150103,-.0005506,.0000276,-7.68e-09
397,.0127784,-.0005057,.0000211,-5.12e-09
398,.0051522,-.0002181,.0000203,-5.40e-09
399,.0140797,-.0004734,.0000198,-5.92e-09
400,.0138638,-.0005878,7.56e-06,-1.08e-09
401,.0151551,-.0005996,4.36e-06,-2.51e-09
402,.0153508,-.0006458,3.44e-06,-1.04e-09
403,.0083162,-.0003325,.0000195,-5.42e-09
404,.0147579,-.0004239,.000019,-6.17e-09
405,.0132325,-.0006163,5.40e-06,-4.51e-09
406,.0118959,-.0004781,6.10e-06,-1.66e-09
407,.0094937,-.0003474,.000019,-7.62e-09
408,.0149948,-.0004922,.0000107,-3.23e-09
409,.0108752,-.0004183,-4.10e-06,-9.32e-10
410,.0111672,-.0003264,3.79e-06,-1.57e-09
411,.0101113,-.000467,.0000262,-6.35e-09
412,.0115792,-.0004448,.0000176,-5.38e-09
413,.0125301,-.0005625,9.17e-06,-3.93e-09
414,.0070745,-.0003457,.0000156,-3.58e-09
415,.0110713,-.0004822,.0000128,-4.20e-09
416,.015896,-.0005771,.0000182,-6.93e-09
417,.0098319,-.0003835,9.55e-06,-3.61e-09
418,.0095066,-.0004643,.0000156,-6.30e-09
419,.0127133,-.000478,.0000178,-4.75e-09
420,.0127777,-.0003915,1.05e-06,-3.57e-09
421,.0127511,-.0004462,.0000287,-9.19e-09
422,.0136387,-.0006311,8.67e-06,-2.29e-09
423,.0100553,-.0004113,.000023,-8.04e-09
424,.0160686,-.0006539,.0000219,-4.58e-09
425,.0133582,-.0004654,.0000225,-4.70e-09
426,.0138822,-.0004387,.0000331,-9.52e-09
427,.0114663,-.0005164,.0000183,-5.55e-09
428,.0130475,-.0004061,-6.31e-08,-6.91e-10
429,.0090306,-.0003666,9.01e-06,-3.18e-09
430,.0164833,-.0005142,.0000236,-7.96e-09
431,.0166646,-.0005693,-3.16e-07,-1.30e-09
432,.0146613,-.0004196,.0000322,-9.43e-09
433,.0113713,-.0004084,.0000193,-7.54e-09
434,.0188957,-.0005882,.0000107,-4.54e-09
435,.012247,-.0005141,5.63e-06,-1.93e-09
436,.0170594,-.0005622,6.47e-06,-2.28e-09
437,.0113341,-.000368,9.40e-06,-3.05e-09
438,.0177543,-.0006814,4.18e-06,-2.22e-09
439,.0110773,-.0003881,.0000167,-5.88e-09
440,.0154589,-.0004936,.0000435,-1.31e-08
441,.0075232,-.0003142,9.14e-06,-3.83e-09
442,.0166431,-.0006084,.0000185,-4.71e-09
443,.016192,-.0005656,-1.86e-06,-2.34e-09
444,.0207328,-.0008466,2.05e-06,-3.20e-09
445,.0209589,-.0005789,.0000262,-6.44e-09
446,.0115243,-.0003669,.0000207,-5.52e-09
447,.0112771,-.0003939,2.75e-06,-1.84e-09
448,.0195213,-.0006423,7.57e-06,-5.83e-09
449,.0141971,-.0004941,.0000188,-4.57e-09
450,.0114635,-.0004359,.0000259,-6.61e-09
451,.011939,-.0004047,.0000299,-8.71e-09
452,.0181403,-.0006553,.000019,-7.43e-09
453,.0197992,-.0006478,4.58e-06,-3.84e-10
454,.01923,-.0005901,9.27e-06,-1.91e-09
455,.0146875,-.0006356,4.61e-06,-3.16e-09
456,.0105229,-.0003928,.0000259,-6.61e-09
457,.0067448,-.0004201,.0000262,-6.63e-09
458,.0187376,-.0006316,.0000108,-5.74e-09
459,.0099779,-.0004046,.0000101,-3.36e-09
460,.0118219,-.0005109,3.99e-06,-5.21e-09
461,.0193919,-.0005995,.0000143,-5.66e-09
462,.0262865,-.0008705,.0000199,-6.79e-09
463,.0177895,-.0006516,.0000124,-2.24e-09
464,.0234315,-.0006844,.0000121,-5.08e-09
465,.0117641,-.0004985,.0000203,-5.25e-09
466,.0103073,-.0004689,.0000176,-6.08e-09
467,.0139516,-.0004613,5.27e-06,-2.53e-09
468,.0153775,-.0006105,2.82e-06,-1.27e-09
469,.0132341,-.0004883,.0000114,-4.46e-09
470,.0108935,-.0003842,.0000166,-6.36e-09
471,.0129806,-.0003905,.0000239,-7.40e-09
472,.0101173,-.0004358,3.93e-06,-3.58e-09
473,.0141922,-.000465,3.32e-06,-1.19e-09
474,.0104639,-.0003723,.0000152,-3.78e-09
475,.0157843,-.0005956,1.57e-06,-1.59e-09
476,.0159235,-.0006332,.0000176,-4.54e-09
477,.0152389,-.0005241,.0000179,-5.47e-09
478,.0069949,-.0002704,.0000191,-7.03e-09
479,.0113168,-.0003911,8.08e-06,-1.31e-09
480,.010918,-.0003893,.0000214,-4.17e-09
481,.0102228,-.0004711,.0000233,-5.36e-09
482,.0137089,-.0006406,.0000119,-3.00e-09
483,.0096069,-.0004262,.0000277,-6.99e-09
484,.0183116,-.0006651,1.24e-06,-1.44e-09
485,.008146,-.0004303,.0000125,-3.72e-09
486,.0127087,-.0005329,1.61e-06,-1.35e-09
487,.0194274,-.0006567,.0000112,-4.98e-09
488,.0070459,-.0003285,.000014,-3.75e-09
489,.0110103,-.0004574,.0000167,-5.82e-09
490,.0095597,-.0004915,.0000249,-6.60e-09
491,.0231748,-.000768,.0000177,-4.50e-09
492,.0124956,-.0005451,.0000207,-4.09e-09
493,.0138507,-.0005131,.0000324,-9.36e-09
494,.0144596,-.0006214,.0000221,-6.78e-09
495,.0131399,-.0005788,.0000113,-3.08e-09
496,.0091797,-.00041,.0000131,-2.98e-09
497,.0082874,-.0003249,.0000201,-5.11e-09
498,.0089689,-.0003862,.0000112,-4.97e-09
499,.0175372,-.0005812,.0000119,-5.50e-09
500,.0112203,-.0003874,.0000137,-3.22e-09
501,.0100235,-.0003497,6.99e-06,-5.41e-09
502,.0202083,-.0007201,6.02e-06,-2.35e-09
503,.0123711,-.0005127,1.12e-06,-1.94e-09
504,.0097376,-.000442,5.36e-06,-3.16e-09
505,.0149471,-.0006023,.0000102,-3.67e-09
506,.0143032,-.0006027,6.69e-06,-2.48e-09
507,.0134607,-.0005835,.0000163,-5.60e-09
508,.0127438,-.0005509,.0000327,-9.53e-09
509,.0089482,-.0004615,.0000138,-5.14e-09
510,.0140328,-.0005255,.0000194,-6.68e-09
511,.0147314,-.0005799,-1.64e-06,-1.84e-09
512,.0128857,-.0005218,-2.37e-06,-1.43e-09
513,.009185,-.0004659,.0000103,-3.68e-09
514,.0115259,-.0004282,8.67e-06,-4.65e-09
515,.0164136,-.000561,1.31e-06,-3.53e-09
516,.00772,-.0004026,-7.11e-06,1.01e-09
517,.0090029,-.0004644,6.71e-06,-3.71e-09
518,.0130603,-.0005717,5.60e-06,-4.01e-09
519,.0123586,-.0005164,.0000216,-4.82e-09
520,.0091258,-.000443,.0000296,-6.64e-09
521,.0147295,-.0006084,-1.46e-06,-3.46e-10
522,.0180441,-.0006855,.0000134,-5.36e-09
523,.0118465,-.0005348,.0000193,-4.65e-09
524,.0175395,-.0004944,.0000201,-7.04e-09
525,.0155318,-.000579,6.95e-06,-1.68e-09
526,.0160096,-.000483,.0000132,-2.88e-09
