run,temp,temppoor,L1temp,L1temppoor,L2temp,L2temppoor,L3temp,L3temppoor,L4temp,L4temppoor,L5temp,L5temppoor,temp2,temp2poor,L1temp2,L1temp2poor,L2temp2,L2temp2poor,L3temp2,L3temp2poor,L4temp2,L4temp2poor,L5temp2,L5temp2poor,tlin,tlinpoor,tsq,tsqpoor
0,.0098838,-.0019212,-.0089955,-.0008384,-.0059216,-.0244474,-.0034452,.0044976,.0002397,-.0027357,.0055469,.0068451,-.0004408,-.0002106,.0003598,.0001585,.0001785,.0004557,.0000125,-.0002388,5.56e-06,.0001995,-.0001374,-.000213,-.0026918,-.0186,-.000022,.0001513
1,.0112023,.0102473,-.0068204,-.0164226,-.01203,-.000704,-.0032249,-.019555,-.0097096,.0125384,.0051072,.0049259,-.0005198,-.0004807,.0000755,.0004276,.0004265,-8.32e-06,-.0000776,.0002351,.0002716,-.0002,-.0000626,-.0003259,-.0154753,-.0089701,.0001136,-.0003523
2,.004656,-.0233258,-.013873,-.0232074,-.0111683,-.0097252,-.0049219,-.0027318,-.003821,.00747,.0072477,-.0104473,-.0003806,.0002526,.0004916,.0006458,.0003884,.0000612,-.0000433,-.0001972,.0001143,-.0001245,-.0001463,.0001161,-.0218804,-.0619674,.0004242,.000754
3,.01817,.0108816,-.0050683,-.006223,-.0030252,-.0141512,-.0033784,-.0090882,.0051108,-.0041785,.0050093,.0096463,-.0004878,-.0005895,.000428,.0002104,.0000742,.000282,.0000238,.0000917,-.0001336,.0004827,-.0001346,-.000307,.0168181,-.0131131,-.00023,.0001704
4,.0090877,.0135552,-.0092789,.004518,-.0091112,-.0123336,-.0086498,-.0031127,.0032441,.0070432,.0028376,.0032287,-.0004874,-.0004386,.0003035,.0000973,.0002287,.0002459,.0002311,-.0000243,-.0004187,-.0000574,-.000017,-.000178,-.0118705,.0128988,-.0001598,-.0003552
5,.0084438,.0169731,-.0151967,.0014652,-.0113195,-.0211214,-.0062501,-.0158458,.0007448,-.0094882,.0123377,-.0074191,-.0004036,-.0007418,.000513,.0000568,.00031,.0003539,.0000702,.0002729,-.0002065,.0003542,-.0005407,.0001311,-.01124,-.0354362,-.0002575,.0004271
6,.012493,-.0026129,-.0111676,-.008913,-.0058191,-.0291396,-.0000375,-.0000453,-.0013903,-.0144157,.0060083,.0116939,-.0006387,-.0002523,.0003392,.0001777,.0002509,.0005169,-.0001784,-.0002184,.0000954,.000548,-.000145,-.0001691,.0000867,-.0434326,-.0002766,.0006028
7,.0102367,-.0051229,-.0113519,-.0058798,-.0119377,.0085326,-.0030189,-.0056118,.0022626,.0268948,.0136616,-.0067529,-.0002892,-.0000954,.000315,.0002216,.0003687,-.0002101,-.0001199,-.0000152,-.0000804,-.0004245,-.0004225,.000036,-.0001476,.01206,-.0002284,-.0004875
8,.0079586,.0031933,-.0079016,-.0053589,-.006381,-.0247893,-.0083912,-.0060179,.0009435,-.0017153,.0044831,.0124804,-.000334,-.0002596,.0003219,.0001725,.0001393,.0005566,.0001832,.0000142,-.0001007,.0001922,-.0001018,-.0004698,-.0092885,-.0222077,.0001078,.000206
9,.0067834,-.0137552,-.0079392,-.0054277,-.0013812,-.0075699,-.0075462,.0043083,-.0043539,.0136859,.0039048,.0010772,-.0002964,.0000463,.0002965,.0002565,.0000549,.0001516,.0001773,-.0001927,.0001202,-.0002172,-.0001002,-.0000597,-.0105323,-.0076815,.0002522,-.0000152
10,.0145485,-.0029027,-.0138988,-.0052763,-.0084431,-.0298022,-.0074412,-.0003501,.0041112,-.0019014,.0062189,.0091937,-.0004967,-.0002774,.0004926,.0002213,.0002688,.0006508,.0001507,-.0001023,-.0000905,.0000473,-.0001566,-.0001856,-.0049043,-.0310389,.0001682,.0003542
11,.0111206,.006488,-.0060538,.0158915,.0009059,-.0275848,.0020387,.0281872,.0019136,-.0255267,-.0019395,-.0069242,-.0004728,-.0003302,.0003139,-.0002257,1.47e-08,.0004435,-.0002055,-.0008033,.0000712,.0007924,.0000397,.000122,.0079855,-.0094691,-.0002536,-1.37e-06
12,.0098387,.0253783,-.0062169,-.0004079,-.0014442,-.0088663,-.0021557,.0300599,-.0018921,.0147057,.0025754,-.0041552,-.0004337,-.0007676,.0002907,.000195,.0000359,.0002047,.0000571,-.0007208,.0000699,-.0001258,-.0001367,.0001081,.0007052,.0567145,-.0001168,-.0011065
13,.0110579,.0243905,-.0065682,.0013962,-.0037365,-.0112784,-.002662,.0093191,-.0010256,-.0006739,.0038136,.0057091,-.0005075,-.0006321,.0002761,.0000535,.0001557,.0003744,-.0000463,-.0004611,.0001103,.0002661,-.0001898,-.0001829,.0008793,.0288626,-.0002015,-.0005822
14,.0152967,.0191847,-.0102971,-.0132723,-.0107551,-.0018366,.0035555,.0110709,.0021206,.0035653,.004138,.0001931,-.0007118,-.0007963,.0003819,.0003663,.0003688,.0000949,-.0003529,-.0003584,-.000061,.0002117,-.0001078,-.0000401,.0040586,.0189051,-.0004829,-.0005219
15,.0136078,.0004779,-.0079979,-.0039043,-.0087865,-.029195,-.0002748,.009227,.0005173,.0000806,.0095556,.0139019,-.0006478,-.000414,.0003733,.0002894,.0003237,.000436,-.0001428,-.0003994,.0003018,.0001801,-.0002089,-.0003516,.0066216,-.0094119,-5.61e-07,-.0002594
16,.0179162,.0203536,-.0017373,.0012252,-.0064757,.0109972,-.0092063,-.0041791,.0038758,-.0125596,.0052319,.0121497,-.0006962,-.000752,.0001349,.0000948,.0001918,-.0002954,.0002564,4.78e-06,-.0001616,.0003155,-.0000757,-.0002599,.0096046,.027987,-.0003503,-.0008922
17,.0098934,.007199,-.0084742,.0031885,-.0093336,-.0353561,-.0048003,-.0125247,.0009486,-.0204407,.0079158,-.0011853,-.0005008,-.0004595,.000314,.0000547,.0002145,.0006844,-.0000674,.0001955,-.0000997,.0008548,-.0001241,-.0000549,-.0038502,-.0591192,-.0002636,.001275
18,.0089024,.0117745,-.0089064,.0022935,-.0098531,-.0122571,.0027164,.0083738,.0027222,.0031182,.0043408,.0015819,-.0003059,-.0005291,.0004142,.0000438,.0002632,.0003122,-.0002733,-.0002957,-7.45e-06,8.02e-06,-.0000797,-.0001209,-.0000777,.0148848,.0000112,-.0005817
19,.0127158,.0136626,-.0137952,-.0055169,-.0094513,-.004688,.0021293,-.000215,-.0008412,.0109218,.0073405,.0019629,-.0005302,-.0006014,.0005713,.0002644,.0003891,-.0000203,-.000325,-.0001631,.0002233,-.0000884,-.000253,-.0001831,-.001902,.0161274,.0000754,-.0007919
20,.0121665,-.0059743,-.0069332,-.0143317,-.0061897,.0058554,.0011857,-.0083119,-.0039287,.0160064,.0083973,.0015096,-.0006022,-.0000416,.0003578,.0004169,.0002276,-.0001555,-.0002772,.0000113,.0002151,-.0001836,-.000145,-.0001738,.0046978,-.0052465,-.0002239,-.0001263
21,.0091173,-.0134555,-.0052905,.0070587,-.000506,-.0380361,-.00214,.0041376,.0035383,-.0180635,.005606,.0084911,-.0003074,.000053,.0002601,.0001204,.0000374,.0007881,.0001423,-.0001556,-.0001021,.0006023,-.0000898,-.0002291,.0103252,-.0498678,-.0000595,.0011791
22,.0126286,.0047997,-.0064172,-.0099744,-.006445,.0072942,-.0056839,-.0048328,.0014542,.0221373,.0007133,.0003051,-.0006282,-.0004373,.000269,.0004101,.0001595,-.0001959,.0001429,-.0000786,-.0001149,-.0002873,.0001304,-.0000547,-.00375,.0197291,-.0000413,-.0006436
23,.0085309,-.0343471,-.012611,-.0086425,-.0079159,-.0600111,.0022286,.0077017,-.0003142,-.0259204,.0067128,.0018272,-.0003744,.0004868,.000437,.0003504,.0002373,.0012458,-.0001805,-.000303,-7.94e-06,.0005723,-.0001675,-.0001028,-.0033689,-.1193921,-.000056,.0022496
24,.0190481,-.0234912,-.0030888,-.016404,.0007287,-.0267352,.001301,-.0079503,-.002001,-.0046511,.0005332,-.0055991,-.000958,.0002561,.0001591,.0004801,-4.90e-06,.0005309,-.0001655,.0000369,.0002087,.0001784,.0000481,.0000661,.0165212,-.0848308,-.0007125,.0015486
25,.0086754,.0042872,-.0078992,-.0048959,-.0068948,.0114825,-.0065459,-.0064004,.000066,.0023079,.0050502,-.0013706,-.0004727,-.0003647,.0004426,.0002322,.0002221,-.0003063,.0001436,.0000756,.0001148,.0000799,-.000103,-.0000814,-.0075484,.0054108,.0003474,-.0003647
26,.0177015,-.017788,-.0123628,-.0120802,-.001785,-.0495406,-.003904,-.0028127,.0027466,-.0340834,-.0013417,-.0103905,-.0010095,.0000987,.0004348,.0005027,-.000012,.0008832,.0000779,-.0001185,-.0001554,.0009193,.0003316,.0003074,.0010546,-.1266953,-.0003326,.0025928
27,.0093442,-.0047665,-.0091193,-.0084587,-.0032249,-.0205516,-.0039325,.0019182,-.0037125,.0036905,.007522,.0177089,-.0004694,-.00023,.0004,.0002901,.0001064,.0003276,.0000554,-.0001361,.0002638,.00005,-.0001546,-.0004572,-.003123,-.0104591,.0002018,-.0001555
28,.0100604,.0162576,-.0044826,-.0037907,.0014845,-.0119234,.0017533,.0108871,-.0049097,.0086613,.0068909,.0071639,-.0004456,-.0006013,.0002049,.0003131,-.0000707,.0001593,-.0002033,-.0004853,.000222,.0001173,-.0002475,-.0002544,.0107967,.0272559,-.0005403,-.0007513
29,.0061049,-.0133519,-.0085288,-.0239921,-.0036407,.0269239,-.0032606,-.025896,.003578,.0054106,.0004816,-.0079247,-.0003666,.0001276,.0003937,.0007184,.0000602,-.0006427,.0000852,.0003815,-.0002182,.0001064,.0001757,.000155,-.0052656,-.0388302,.00013,.0008462
30,.0125433,.0281291,-.0047377,.0059833,-.0013493,-.0023505,-.0052049,-.0007814,.0005878,.0112299,.0043445,-.0077382,-.0006355,-.0010159,.0001649,-.0000495,.0000867,.0000571,-7.57e-06,-.0000567,-.0001904,-.0000819,.0000124,.0000851,.0061836,.0344722,-.0005695,-.0010619
31,.0150277,-.0177274,-.0118526,.0070984,-.0062876,-.019192,.0027671,.0310024,-.0000159,-.0088284,.0075936,.0032372,-.0005886,.0001564,.0004349,-.0000184,.0001411,.0004052,-.0001894,-.0008101,-.0000487,.0003246,-.0001915,-.0001599,.0072324,-.0044098,-.0004422,-.0001023
32,.0064449,.0125132,-.0042404,-.0045332,-.0084437,-.0069333,-.0081915,-.0023238,-.0000128,-.0039244,.0027327,.0108206,-.0002329,-.0004929,.0001328,.0000893,.0001805,.0001208,.0003742,-.0001618,.0000103,.0003832,.0000602,-.0003299,-.0117108,.0056191,.0005251,-.0003912
33,.0108572,.0017865,-.0099659,-.012005,-.0144039,-.0224346,-.0046224,-.0023735,-.0022294,.0046855,.0082094,.0067704,-.0006173,-.0002245,.0003408,.0004586,.0004817,.0003765,.0000224,-.0001866,.00008,-.0000198,-.0001343,-.0001591,-.0121548,-.0235708,.0001734,.0002451
34,.0033692,-.0265723,-.0116725,.0011732,-.0104286,-.0500696,-.0096269,.0033833,-.0041693,-.0095401,.0053327,.0043641,-.0001461,.0003704,.0003775,.0001844,.0002395,.0010101,.0002826,-.0001822,-.0001052,.0003023,-.0001251,-.0001646,-.0271954,-.0772614,.0005231,.0015204
35,.0078175,.0050909,-.0050291,.0040151,-.0039599,-.0245852,-.0054596,.0059678,.0064749,-.0107457,.0046074,.01195,-.000427,-.0003963,.0003424,.0000981,.0001694,.0005058,.0001425,-.0003973,-.0002071,.0006185,.0000237,-.0004008,.0044512,-.0083072,.0000439,.000028
36,.0136478,-.0213598,-.0040008,.009068,-.0079846,-.0445979,-.0046815,.0077341,-.0017199,-.0149538,.0053979,-.0019184,-.0006597,.0003052,.0001703,-.0001325,.0003955,.0009286,9.22e-06,-.0001753,.0001202,.0005807,-.0000886,-.0000278,.0006591,-.0660278,-.0000531,.0014791
37,.0066816,.014849,-.0071441,-.0042081,-.0035164,-.0054811,-.0055218,.0040499,.0017529,.0131959,.0079453,.0133013,-.0002484,-.0005552,.0002703,.0001903,.0000599,.0000678,.0001415,-.0001688,-.000059,-.0002062,-.0001403,-.0002936,.0001975,.0357068,.000024,-.0009656
38,.0070056,-.0038369,-.0093774,.0068646,-.0017759,.007174,.001656,.0109956,.0025272,.0028579,.00299,-.0075492,-.0003296,-.0000539,.0004349,-.0000449,.0000635,-.000208,-.0001568,-.0003425,-.0001932,.0001475,-.0001412,.0001074,.0030255,.016506,-.0003224,-.0003944
39,.0140584,-.0045754,-.0121514,.0075267,-.0069052,-.0261427,-.005525,.0117757,-.0013459,-.0041944,.0077208,.0032704,-.0007002,-.0002964,.0005568,-.0000525,.0001343,.0004888,-.0000192,-.0003819,.0001007,.0002638,-.0000721,-.0001212,-.0041483,-.0123397,2.68e-07,-.0000994
40,.0079512,.0026465,-.0157566,-.0070542,-.0096519,-.0247194,-.0049522,.0023668,-.0040749,-.0006907,.0071939,.0128054,-.000417,-.0001997,.0005298,.000232,.0002498,.0004958,.0000705,-.0002428,.0000297,.0000687,-.0001877,-.0002953,-.0192904,-.0146456,.0002751,.0000586
41,.0120285,.0082702,-.0094589,-.0080007,-.0063132,.0028735,-.0068271,-.0009262,-.003001,.0074373,.0037993,-.0016516,-.0005499,-.0004437,.0004222,.0003168,.000198,-.0000725,.000183,-.0001251,.0002026,.0000367,4.85e-06,9.77e-06,-.0097724,.0080025,.0004607,-.000278
42,.0227628,-.0215591,-.0106833,.0038805,-.0031624,-.0343508,-.0109127,.0081062,.0119362,-.0054071,.0085932,-.0034264,-.0006756,.0000755,.0003207,.0000349,-.0000645,.0007375,.0004303,-.0001296,-.0005856,.0002729,-.0002379,.0001325,.018534,-.0527566,-.0008126,.0011236
43,.0083227,.0060822,-.0063889,-2.42e-06,-.0030805,-.0061426,.0020749,.006291,.003831,.0059872,.0008514,.0045151,-.0002212,-.0003309,.0002733,.0001359,.0001574,-.0000181,-.0001383,-.0002975,-.000063,.0000956,-8.79e-06,-.0001349,.0056106,.0167303,-6.44e-07,-.0005499
44,.0180555,-.0151968,-.0071295,-.0183289,-.0038023,.0208571,.0006259,-.0023208,.0006673,.021203,-.000607,-.0070938,-.0006871,.0000878,.0002843,.0005765,.0001558,-.0006069,-.0001284,-9.06e-06,-.0000386,-.0004412,.0001778,.0001573,.0078098,-.0008803,-.0002362,-.0002356
45,.0140702,-.0130024,-.0067799,-.0015569,-.0084033,-.0472073,-.0036042,-.0055447,.0055232,-.018639,.0109587,.002865,-.000574,.0001786,.0001761,.0001176,.000176,.0007882,.0000414,4.85e-06,-.0001799,.0006018,-.0002331,-.0001289,.0117647,-.0830852,-.0005935,.001562
46,.013338,.0227693,-.0062354,.0134739,-.006829,-.033112,-.0026703,-.0020194,-.0003333,-.0092393,.0051125,-.0030281,-.0005977,-.0006049,.0002452,-.0001325,.0002479,.0006731,-.0000202,6.27e-06,.0000667,.0002482,-.0000529,-.0000274,.0023825,-.0111556,-.0001109,.0001627
47,.0070693,-.033916,-.0085164,.0032327,-.0068918,-.0550154,-.0043782,.0014659,.0034431,-.0308368,.0140334,.0045485,-.0002978,.0006277,.0003243,.000045,.000057,.0011323,.0001229,-.0001582,-.000084,.000845,-.0004524,-.0001403,.0047596,-.110521,-.0003299,.0023514
48,.0119328,-.0140418,-.0010845,-.0032788,-.0049168,-.0152014,-.004646,.0053525,.0090611,-.0026201,.0044678,.0067734,-.0005617,.0001318,.0000139,.000154,.0001849,.0002637,.0002028,-.0003409,-.0002269,.0003744,-.0000923,-.0002455,.0148143,-.0230162,-.0004792,.0003375
49,.0035285,-.0027296,-.0139313,-.0031476,-.0089431,-.0444197,-.0039439,-.0042985,.0019924,-.0108755,.0116936,.0024459,-.0003171,-.0002022,.0005274,.0003617,.000277,.0007961,-.0000573,-.0001603,-.0000459,.0003006,-.0002848,-.0001965,-.0096037,-.063025,.0000991,.0008993
50,.005541,-.019967,-.0126151,-.0003324,-.0094591,-.0556379,-.0028497,.0092138,-.0048098,-.0308872,.0116524,-.0029975,-.0003792,.0001389,.0004508,.000051,.0002847,.0009457,-.0000788,-.0004143,.0002079,.0008588,-.0002995,.00003,-.0125403,-.1006082,.0001858,.0016101
51,.017352,.0013526,-.0048085,.0116199,.0014661,-.042185,-.0100201,.0194844,.0127732,-.0143888,.0020438,.0222225,-.0005705,-.0003485,.0002769,-.0001271,-.000149,.0008683,.000484,-.0005435,-.0005177,.0004195,.0000529,-.0005141,.0188065,-.0018944,-.0004234,-.0002453
52,.0088433,.0117964,-.007261,-.0092691,.0014015,.0007107,.0026825,-.0055901,-.0016386,.009188,.0014605,.0131519,-.0003307,-.0005302,.0003991,.0004093,-.0000101,-.0000101,-.0003663,-.0001092,.000106,-.0000518,-.0000541,-.0003786,.0054883,.0199878,-.0002561,-.0006705
53,.0050173,.0133549,-.0105328,.0044635,-.0021202,.007275,.0016396,.0171358,-.0056728,.0013998,.0033928,-.004523,-.0002985,-.0004851,.0004464,.0000593,.0000125,-.0002016,-.0000998,-.0004321,.0002421,.0001037,-.0001406,.0000961,-.0082762,.039106,.000162,-.0008596
54,.0133858,-.0269177,-.0044653,-.0040336,-.0063514,-.0256434,-.0075541,.0076367,.0008388,-.0133188,.0033156,.0000133,-.0006881,.0004376,.0001331,.0002458,.0002281,.0004987,.0002699,-.0004136,-.000056,.0005061,-.0000229,-.0000899,-.0008305,-.0622635,-.0001358,.0011848
55,.0072768,-.0102567,-.0134216,-.0174972,-.0071946,-.0260695,-.0041425,-.0157633,-.0047845,-.0099441,.0056424,.0131778,-.0004927,.0001889,.0005519,.0004982,.0003302,.0005093,-.0000386,.0001966,.0003066,.0004645,-.0001368,-.0003642,-.016624,-.066353,.0005206,.0014933
56,.0108206,-.0337701,-.0086189,-.0421322,-.0043476,.0484521,-.0012545,-.0041064,-.0007798,.0020837,.0050146,-.0003463,-.0004039,.0004935,.0004583,.0010076,.0001203,-.0010903,-.0000311,-.0001792,.0001297,.0000259,-.0002039,-.0001009,.0008344,-.0298193,.0000693,.0001567
57,.004116,-.0224664,-.0144258,-.0052262,-.010159,-.0552411,-.0066105,.0040921,.0026892,-.0168632,.0101985,.0128851,-.0002775,.0001732,.0006327,.0003965,.000293,.0009766,.0001342,-.0002757,.0000289,.0004691,-.0002555,-.0002171,-.0141916,-.0828199,.0005559,.0015226
58,.0189335,-.001184,-.0053525,-.010471,-.0023102,-.024808,-.0031384,-.016172,.0070296,-.0042324,.0062568,.0047417,-.0006101,-.0001289,.0002274,.0003098,.0000609,.0005684,.0000407,.0001035,-.0002133,.0003274,-.0001732,-.0002917,.0214189,-.0521258,-.0006676,.0008885
59,.0011528,-.0196338,-.0123581,.0094914,-.0081953,-.0276785,-.0067899,.0262254,-.0045956,-.0057432,.0109103,.0021961,-.0000223,.0002857,.0004228,-.0000616,.000296,.000486,.0001668,-.0007477,.000163,.0002554,-.0003535,-.0001279,-.0198757,-.0151425,.0006729,.0000899
60,.0116262,.0143654,-.0070637,-.0063269,-.002239,-.0169328,-.0063524,.003187,.0010346,.0074064,.0063129,.0195058,-.0006018,-.0005868,.0002867,.0003146,.0000288,.0003246,.0001403,-.0000927,-.000039,-.0000226,-.0001265,-.0004429,.0033187,.021205,-.0003115,-.0005058
61,.0067919,.0113004,-.0131819,-.0094814,-.0077608,-.0204269,-.0019898,-.0070855,-.0018345,-.0038616,.0043742,-.0054266,-.0003785,-.0003768,.0004793,.0003257,.000265,.0003609,-.000175,-.0000835,.0000121,.000122,-.000089,.0000377,-.0136009,-.0349816,.0001139,.0003859
62,.0009598,.0052957,-.0081219,-.0012842,-.0015391,.002249,.0047994,.0016333,.0004216,.0063025,.0053326,.0029674,-.0001008,-.0003061,.0003537,.0000856,-.0000264,-.0001809,-.0001931,-.0002074,-.0000451,.000011,-.0002977,-.000154,.0018522,.0171636,-.0003094,-.0007519
63,.0119229,-.008339,-.0117056,.0046218,-.0064103,-.0422835,.0007206,.0118251,-.0018336,-.008005,.0022367,.0141266,-.0006545,-.0000846,.0005089,.0001237,.0002489,.0008443,-.000323,-.0003453,.0002265,.0003956,.0001425,-.0003919,-.0050692,-.0280541,.0001493,.0005418
64,.0099892,.0143619,-.0114378,.0039923,-.003641,-.0075561,-.0064315,-.0255487,.0007492,-.0157404,.0074491,.0067782,-.0004674,-.0003598,.0004021,.0000301,.0000147,.0002132,.0001187,.0003572,-.0000225,.0004998,-.0002825,-.0001202,-.0033229,-.0237128,-.0002368,.0006203
65,.0152229,.0036345,-.0059867,.0012303,-.0054642,-.0350709,-.0013367,.00615,-.0052421,-.0025592,.004803,.0100836,-.000663,-.000356,.0002597,.0000344,.0002503,.0006467,-.0000976,-.0003119,.0003286,.0003026,-.0001639,-.000322,.0019962,-.0165317,-.0000858,-6.16e-06
66,.015244,.0020701,-.0002437,-.0002593,-.0030859,.0095871,-.0069853,-.0012079,-.003013,.0081446,-.0003461,.0016119,-.0004536,-.0003375,.0001336,.0000437,.0001421,-.0001337,.000292,-.000026,.0002339,.0002054,.0000729,-.0001406,.0015701,.0199465,.0004208,-.0003887
67,-.0009411,.0099691,-.00371,-.0156627,-.0019186,-.0102763,-.0038226,-.0143374,.0017107,.0088761,.0054676,.0109451,.0000754,-.0004278,.0001854,.0004904,4.16e-06,.0001877,.0000792,.0001549,-.000183,-.0002025,-.0002268,-.0003453,-.003214,-.0104861,-.0000657,-.0001427
68,.0059584,.0038668,-.0062614,.0030273,-.007019,-.033489,-.0066853,-.0058479,.0024142,-.0070951,.0086245,.0057189,-.0002514,-.0003777,.0001655,.000066,.0003307,.0005516,.0001071,-.0000744,-.0002233,.0001789,-.0002994,-.0001556,-.0029685,-.033819,-.0001708,.0001888
69,.0072056,.0047784,-.0079044,-.005903,-.0079546,-.0097437,-.0035601,-.002182,.0000171,.011701,.009515,.002189,-.0003838,-.0003068,.0002586,.0002228,.0002152,.0001389,-.0000329,-.0001677,-8.11e-06,-.000188,-.0002441,-.0001412,-.0026815,.0008396,-.0001951,-.0004419
70,.0125336,-.0298996,-.0113044,.0012234,-.0119972,-.0383216,-.0066324,.0008494,.001334,-.0147371,.009471,-.0024207,-.0006116,.0004661,.000344,.0001203,.0003992,.0008397,.0000693,-.000165,-.0000758,.0004504,-.0002738,.0000415,-.0065955,-.0833063,-.0001485,.0017529
71,.0122248,-.0015306,-.0120135,.0039614,-.010669,-.0399109,-.0037487,.0152863,-.0067958,-.0117407,.0064707,.0166617,-.0005288,-.0002478,.0004308,.0001479,.0004123,.0007623,-.0000558,-.0003665,.0003161,.0003046,-.0002011,-.0003501,-.0145315,-.0172727,.0003736,.0002504
72,.0149136,-.0136705,-.0050232,.0082656,-.0042687,-.0359182,.0006358,.0100219,.0033685,-.0049012,.0033918,.0114044,-.0004413,.0000157,.0002685,1.58e-06,.000126,.000693,-.0000663,-.0002472,.0000682,.0001894,-.0001517,-.0003332,.0130179,-.024798,-.0001967,.0003192
73,.0049753,.01266,-.0079218,-.012488,-.0057854,-.019338,-.0013858,-.0087269,.0058349,.003744,.0009449,-.0010251,-.0002064,-.0004393,.0002683,.0002844,.0001798,.0003585,-.0000664,-.0000106,-.0003204,.0000107,.0000263,-.0000114,-.003338,-.025174,-.0001188,.0001922
74,.0040578,-.0409052,-.007503,-.0066882,-.0062069,-.0172601,.0007789,-.0095366,-.0034572,-.0104419,-.0003221,-.0017189,-.0002883,.0007903,.000303,.0001404,.0002085,.0003924,-.0001112,.0001317,.0001997,.0005367,.0000328,.0000687,-.0126525,-.086551,.0003446,.0020602
75,.0055401,-.0081456,-.0115744,.0025087,-.0069377,-.0444363,-.0082302,-.0041375,-.0018424,-.019948,.0095819,.0008637,-.0002461,-.0000821,.0005156,.0000834,.0001051,.0008697,.0001551,4.24e-06,.0000211,.0005086,-.000362,-.0000698,-.0134627,-.073295,.0001888,.0013141
76,.0135107,-.0080542,-.0055844,-.0119332,-.0040173,-.0308198,-.006119,-.0111328,.003323,-.0044068,-1.67e-06,-.0111445,-.0004608,-.0001545,.000158,.0003308,.0000629,.0006403,.0002642,.0001525,-.0002217,.000247,.0000406,.0002549,.0011113,-.0774913,-.0001569,.0014711
77,.0049522,-.0011257,-.0086035,.0025113,-.0085821,-.0303726,-.0181621,-.0016901,.0049472,-.0099979,.0066221,-.0148579,-.0002542,-.0001307,.0002786,-.0000151,.0001843,.0005736,.0007142,-.0000599,-.0002421,.0003367,-.0001641,.0002953,-.0188262,-.0555329,.0005167,.0009999
78,.0082816,.0016443,-.0091548,.0008231,-.0065377,-.0196514,-.0049514,.0051424,.0043269,-.0115682,.0028016,-.0038671,-.0005482,-.0003125,.0003482,.0001103,.0001685,.0002867,.0001149,-.0002372,-.0001614,.0003457,-1.26e-06,.0000517,-.0052339,-.0274769,-.0000793,.0002447
79,.0122595,-.0173376,-.0058883,-.0019677,.0013547,-.0389219,-.0021991,.0048663,-.0002059,-.0243517,.0070684,.0049848,-.0004289,.0001301,.0003181,.0001688,-.0000551,.0007837,.0000448,-.0002935,.0000964,.0007954,-.0002692,-.0002451,.0123893,-.0727279,-.0002939,.0013393
80,.0076389,.0046558,-.0082353,-.0090392,-.0027731,.0184798,.0001408,-.0005335,-.0043229,.0243848,.0066751,-.0184869,-.000277,-.0003629,.0004903,.0003622,.0001399,-.0003198,-.0000895,-.000058,.0002581,-.0004124,-.0001988,.0003973,-.0008765,.0194609,.0003229,-.0003937
81,.0083766,-.0273125,-.0077712,-.0047674,-.0053663,-.0509292,.002633,.0000176,.0050536,-.0255349,.0072556,.0050886,-.0003535,.0001949,.0002766,.0002776,.0002064,.0008015,-.0003177,-.000208,-.0000707,.0007255,-.0002474,-.0002147,.0101813,-.1034379,-.0005064,.0015767
82,.0159311,.0007971,-.0049188,-.0082117,-.0050759,-.0222587,.0021183,-.001588,-.0062319,-.0012094,.003952,.0097869,-.0008059,-.0002329,.0002022,.0001882,.0003469,.0004587,-.0003092,-.0002277,.0003446,.0003144,.0000697,-.0002402,.0057747,-.0226838,-.0001518,.0002606
83,.0217649,.0313402,-.0107317,.0151677,-.0067663,-.0106895,.0034557,.0194455,-.0070706,-.0311971,-.0029364,.0034781,-.0011551,-.0007989,.0004676,-.0001227,.000258,.0001971,-.0003347,-.0006393,.0002606,.0008413,.0002618,-.0001124,-.0022844,.0275448,-.0002417,-.000635
84,.0052746,.0242055,-.0075141,.0050214,-.0037266,-.0108866,-.0087822,-.0050287,.0006539,.0065549,.0024002,.008902,-.0002852,-.0009912,.0002735,-.0000485,.0000463,.0001192,.0003756,.0000516,-.0001472,.0000631,.0000783,-.0003066,-.0116942,.0287685,.0003415,-.0011124
85,.0071829,-.0126788,-.0080465,-.0114558,.0000213,-.0345934,-.0032367,.0049724,.0004282,-.006761,.0032977,.0039307,-.000418,.0000526,.0003392,.0003508,-.0000234,.0006133,-.0000137,-.000247,.0000924,.0003764,-.0001193,-.0001546,-.0003531,-.0565859,-.0001429,.0009915
86,.0152441,-.0110006,-.0092115,.0030782,-.0093584,-.0243492,-.0039832,.0147288,-.0034412,-.0117251,.0112634,.0057526,-.0006416,.0000331,.0003293,-.0000188,.0003407,.0005167,-.0000569,-.0006028,.000169,.0005555,-.0003517,-.0002016,.0005132,-.0235154,-.0002112,.0002821
87,.0125037,-.0082177,-.0051851,-.0127953,-.0065852,-.0031235,-.0080962,.007213,-.0006228,.0054022,.0009928,-.0104697,-.0006943,-.0000165,.0001814,.000323,.0002794,.0000302,.0001884,-.0004871,.0000153,.0002264,.0000842,.0000714,-.0069928,-.021991,.0000544,.0001474
88,.0077961,.0166481,-.011261,-.010987,-.0057171,-.0025381,-.0030067,-.0103127,-.0060879,.0030698,.0046207,.0064085,-.0004367,-.0004595,.0005354,.0003201,.0002284,.0001102,-.0000807,.0000654,.0002571,.0000539,-.0002143,-.0002685,-.0136559,.0022886,.0002892,-.0001785
