run,temp,temppoor,L1temp,L1temppoor,L2temp,L2temppoor,L3temp,L3temppoor,L4temp,L4temppoor,L5temp,L5temppoor,temp2,temp2poor,L1temp2,L1temp2poor,L2temp2,L2temp2poor,L3temp2,L3temp2poor,L4temp2,L4temp2poor,L5temp2,L5temp2poor,tlin,tlinpoor,tsq,tsqpoor
214,.012012,-.0045914,-.0060311,.0005951,-.0054429,-.0195072,-.0031886,.0163664,-.0022155,.0011367,.005794,.0076962,-.0005658,-.0000939,.0002053,.0000617,.000207,.0004214,-.0001129,-.0005076,.0001378,.0001685,-.0002122,-.0002883,.0009278,.0016958,-.0003408,-.0002383
215,.0050702,.0117191,-.0092743,.0201192,-.0103281,-.0446782,.0003023,.0212314,.0005016,-.0086095,.0159759,-.003073,-.0002358,-.0002839,.0003432,-.0003263,.0002998,.0009499,-.0001747,-.0005827,.0000576,.0003978,-.0006101,-.0000584,.0022475,-.003291,-.00032,.0000964
216,.0171726,-.0265677,-.0022034,.0022445,.0012402,-.0216541,-.0045779,.013464,.0015299,-.0061012,.0013448,-.0045008,-.000582,.0002747,.0001244,.0000541,-.0000588,.0003049,.0001169,-.000527,-.0000534,.0002908,.0000192,.0000828,.0145062,-.0431152,-.0004336,.0004804
217,.0130102,.0068637,-.0156227,-.0064774,-.0082641,-.0215747,-.0031053,-.008322,-.0057778,-.0095418,.0091242,.0023829,-.0008349,-.0004503,.0005818,.0002943,.0002693,.0003565,-.0000916,-.000065,.0002216,.0002912,-.0002185,-.0001505,-.0106355,-.0366694,-.0000724,.0002762
218,.0009554,-.0150038,-.0095119,.0048311,-.0044835,-.0420911,-.0077683,.0077238,-.0027952,-.0122696,.0105843,-.0046533,-.0001474,.0001515,.0003436,-.0000369,-.0000107,.0007623,.0003056,-.000443,-3.97e-07,.000372,-.000411,9.33e-06,-.0130191,-.0614629,.0000797,.0008152
219,.0118926,-.0128747,-.0065344,-.0089328,-.003,-.0106561,.0097362,-.0042507,.0014953,.0074755,.0002213,.0030294,-.0005074,-6.88e-07,.00029,.0003888,.0001337,.0001998,-.0003923,.0000723,.0000336,-.0000779,.0000785,-.0000562,.0138111,-.0262093,-.0003639,.0005261
220,.012295,.0116003,-.0131127,-.0070634,-.0026516,-.0076637,.0019574,-.0053483,-.0005346,.0007892,.0068556,.0084849,-.000365,-.0005926,.0005168,.0002327,.000069,.0000474,-.0001588,.000055,.0000766,.0000602,-.0001902,-.0000465,.0048091,.0007991,-.0000515,-.0002436
221,.0228642,-.0088334,-.0100879,.0179807,-.0029492,-.0257103,-.0085064,.018264,.0056005,-.0101477,.0063656,-.0023892,-.0008553,-.0000888,.0005204,-.0003198,.0000609,.0004896,.000256,-.0004989,-.0001041,.0003605,-.0002242,-.0000431,.0132867,-.0108359,-.0003462,-.0001004
222,.0038528,.0190233,-.0073359,.0132535,-.007067,-.0199281,-.0054126,.0103447,-.0043265,-.0055019,.0024105,.0045936,-.0002745,-.0008051,.0002075,-.000066,.0001754,.0003439,.0000826,-.0004205,.0001716,.00029,-.0000673,-.0002699,-.0178787,.0217851,.0002954,-.0009276
223,.0138138,.0080886,-.0064339,.0057473,-.0055186,-.0276402,.0011752,.0046957,.003112,-.0076478,.010073,-.0063847,-.000501,-.0005094,.0004038,.0000464,.0002155,.0004293,-.0001818,-.0001482,7.13e-06,.0003152,-.0003644,.0001028,.0162215,-.0231411,-.0004207,.0002361
224,.0020445,-.013064,-.0085337,.0004086,-.0047536,-.0472077,-.0080087,.0074131,.0005326,-.0234903,.0076692,-.0008465,-.0001244,9.58e-06,.0004096,.0001053,.000104,.0008772,.0001507,-.0003488,-.0000897,.0005536,-.0002547,-.0000584,-.0110496,-.0767868,.0001954,.0011385
225,.0271432,.0204592,-.0092609,.0159792,-.0123422,-.0130088,-.0015231,.0192722,.001978,.0016809,.0083003,.0038699,-.0009114,-.0008559,.0003572,-.0001649,.0003794,.0002169,-.0000401,-.0004994,.0000321,.0001323,-.0001347,-.0000423,.0142955,.0482525,-.0003175,-.0012135
226,.0098175,.0086954,-.0037835,-.00092,-.0005164,-.017401,-.0063991,.0102386,.0002328,.0025627,.0015834,.0111048,-.000439,-.000551,.0002871,.0001204,-.0000854,.0002439,.0001952,-.0003641,.0000321,.0001707,-.0000512,-.0003278,.0009347,.0142805,-.0000613,-.000708
227,.0106539,.0041718,-.0064846,.0063919,-.0076858,.0132335,-.0039752,.0199264,-.0015383,.0265932,.0060367,.0227051,-.0005965,-.0005203,.0003266,.0000624,.0003461,-.0002628,-.0000552,-.0005272,.0000216,-.0002869,-.0002078,-.0006984,-.0029933,.0930221,-.0001653,-.0022332
228,.0061508,-.016948,-.0093297,.0005714,-.0076066,-.0428767,-.0099606,.0154717,.0026366,-.0258466,.0121442,.0084105,-.0003068,.0001036,.0003166,1.44e-06,.0001552,.0008107,.0003874,-.0005648,-.0000874,.0007014,-.0002949,-.0003158,-.0059653,-.0612177,.0001701,.0007366
229,.010644,-.0146188,-.0062312,-.0018345,-.0052081,-.0329309,.0016662,-.0019071,-.001242,-.0003405,.0104446,.006881,-.00053,-9.37e-06,.0002937,.0002568,.0000941,.0006726,-.0003322,-.0000531,.0001549,.0001492,-.0003997,-.0002807,.0100735,-.0447507,-.0007191,.0007355
230,.0195665,-.0038166,-.0037483,-.0272046,-.0072021,.0275491,.0025124,-.0149233,.0011751,-.0046243,-.007201,-.0038999,-.0008819,-.0001339,.0001112,.0007723,.0003186,-.0006848,-.0001615,.0001979,.0001232,.0002616,.0004355,.0001237,.0051027,-.0269197,-.000055,.0005367
231,.0095208,.0212391,-.0110463,.0028806,-.0006494,-.0118886,-.0074699,-.0015708,.0026458,.010076,.0057439,.0034364,-.0004586,-.0006978,.0004786,.0001045,-.0000814,.0002785,.0002645,.0000645,-.000197,-.0000138,-.0001249,-.0001556,-.001255,.0241727,-.0001188,-.0004197
232,.0067056,.0247765,-.0093831,.0061057,-.000833,-.0146773,.0006013,.01035,-.0032017,.0061849,.0104812,.0057914,-.0003532,-.0006139,.0004229,-.0000763,.0000703,.0003455,-.0001124,-.0003607,.000172,.0000585,-.0004085,-.0002586,.0043703,.0385312,-.0002088,-.0009056
233,.0067873,.0092105,-.0116786,-.0118099,-.0083595,-.0117857,-.0010759,-.0046799,.0019711,.0047952,.0073302,.0077572,-.0003679,-.0003756,.0004314,.0003131,.0004235,.0001862,-.0002198,-.0002205,-.0000647,.0001215,-.0002043,-.0002995,-.0050253,-.0065127,-1.88e-06,-.0002748
234,.0066655,.0115861,-.01254,.0109907,-.0123014,-.0223488,-.0049595,.013963,-.0023366,-.0038545,.0119795,.0118594,-.0003399,-.0005272,.0004017,-.000059,.0004051,.0004641,-.000028,-.0004775,.0000278,.0001466,-.0003133,-.0002365,-.0134924,.0221959,.0001534,-.0006894
235,.0115171,.0064726,-.012997,-.0086546,-.0101331,-.0039012,.0020017,.000955,-.0074965,.0044968,.0023542,.0095756,-.000451,-.0002856,.000441,.0003323,.0003711,.0001207,-.0002198,-.0002584,.0002446,.0001218,-.0001108,-.0002968,-.0147535,.0089442,.0002752,-.000266
236,.0086709,.0025136,-.0181128,-.0069828,-.0168941,-.0314632,-.0043492,.0062145,-.0022885,.0048421,.0148232,.0157232,-.0004498,-.0003094,.000661,.0002271,.0005424,.0006084,-.0000939,-.0003441,.0000688,-.0000296,-.0005111,-.0005075,-.0181507,-.0091526,.0002174,-.0003551
237,.0082168,.0063482,-.0118605,-.0118677,-.0060073,.0232162,-.0039634,.0250958,-.0042996,.0462591,.0048339,-.0198192,-.0005027,-.0003675,.0003057,.0004692,.0001378,-.0005274,.0000236,-.000696,-7.63e-06,-.0009654,-.0000779,.0002952,-.0130801,.0692325,-.0001211,-.0017921
238,.0255841,.0077181,-.0037505,.016228,-.0038082,-.0205363,.0030281,.0120395,-.0022255,-.0215932,-.0016175,.0016979,-.0008785,-.0004077,.0003624,-.00034,.0002184,.0004705,-.0001751,-.000388,.0002591,.0008141,.0001587,-.0001443,.0172106,-.004446,-.000055,4.62e-06
239,.011565,.004642,-.0072987,-.0137019,-.0064288,-.0057231,-.0097118,-.008473,-.0058868,.0156258,.0011231,.003614,-.0004715,-.0002902,.0001623,.0004145,.0001703,.0001978,.0002885,.0000936,.0001493,-.0001683,.0000548,-.0000727,-.016638,-.0040163,.0003537,.0001746
240,.0131894,.0147721,-.0086343,-.0030925,-.0080022,-.0204202,-.0013744,.0091614,-.003191,.0039276,.0069682,.0128836,-.0005314,-.0005877,.0002138,.0002586,.0002865,.0005151,-.0001004,-.0002921,.0001963,.000027,-.0001252,-.0003471,-.0010444,.017232,-.0000604,-.0004261
241,.0062353,-.0105545,-.0117705,-.009439,-.0106984,.0117361,-.0029655,-.0203097,-.0003251,.0119717,.0088893,-.0002021,-.0001516,.0001146,.0004287,.0003356,.0003129,-.0002453,-.0000765,.0002981,.0000686,-.0001327,-.000374,-.0000226,-.0106349,-.0167975,.0002081,.0003477
242,.0124681,-.0167276,-.0065111,-.0018584,-.0074798,-.0194611,.0002809,.0117179,-.0031636,.0022972,.0034345,-.0013978,-.0006382,.0001684,.0003377,.0001114,.0003594,.0003357,-.000102,-.0004337,.0003464,.0002469,-.0000647,-.0001326,-.000971,-.0254298,.0002387,.0002961
243,.0156698,-.0061291,-.0113697,.0077953,-.0087434,-.0398748,-.0032217,.0230365,-.0093703,.0035085,.0026093,-.0106209,-.0006668,.0000484,.0004975,.0000327,.0003078,.0008659,-.0000571,-.0005245,.0003602,.0000409,.0000452,.0003206,-.0144259,-.0222844,.0004869,.0007838
244,.010032,.0260848,-.0083339,-.0011095,-.0054998,.0056684,-.003291,-.0021306,.0016339,.0084913,.0012417,-.0007343,-.0005061,-.0007609,.0003821,.0000863,.0002255,-.0001656,.0001209,-.0001577,-.0001189,-.0001042,.0000858,.0000129,-.0042171,.03627,.0001893,-.0010892
245,.0113193,-.0197549,-.0106298,-.0073906,-.0060226,-.0413118,-.0025008,-.0037114,.0024757,-.0131827,.0065666,-.0006227,-.0004916,.000175,.0003663,.0002753,.0000953,.0008209,-5.47e-06,-4.53e-06,-.0000905,.0004598,-.0002366,-.0000921,.0012085,-.0859741,-.0003624,.0016342
246,.006242,-.0023134,-.0074736,.0179321,-.0037974,-.0336738,-.0039766,.0103351,.0018107,-.008278,.0069713,-.0029012,-.0003541,-.000258,.0002842,-.0003141,.0000143,.0006019,.0000699,-.0003861,-.0002308,.000288,-.0001602,-8.16e-07,-.0002236,-.0188993,-.0003767,-.0000692
247,.0109005,.0131044,-.0107284,-.0057606,-.0038904,-.0100482,-.0026718,-.0006908,.0004968,.0034833,.0019693,.0072732,-.0005178,-.0004951,.0004022,.0002833,.0001313,.0002478,.0000338,-.0000653,-.0000815,.0000848,.0000287,-.0001905,-.0039239,.0073614,-3.23e-06,-.000135
248,.0224192,-.0197708,-.0091057,.0026536,-.0106895,-.0423495,.0036563,.011409,.002078,-.0065387,.0052327,.0008966,-.0007231,3.84e-07,.0004114,.0002186,.0003472,.0008283,-.0003033,-.000256,.0000926,.0002142,-.0001247,-.0000167,.013591,-.0536998,-.0002998,.0009888
249,.0064706,-.0262198,-.0135984,.0015356,-.0117391,-.0324524,-.0079764,.0096481,-.0014177,-.0164536,.0073167,.0129108,-.0007134,.0004719,.0005417,.000117,.0004197,.0006106,.0002093,-.0003681,.0000421,.0004825,-.0001567,-.0002468,-.0209442,-.0510314,.0003426,.001067
250,.010533,-.0231145,-.0117033,.0001042,-.0085295,-.0299805,-.0051973,.0114461,-.001311,-.0106515,.009858,-.0162748,-.0003454,.0002171,.0004395,.0000194,.0002099,.0006992,-.000014,-.0002886,-.0000165,.0003142,-.0003547,.0003672,-.0063501,-.0684709,-.0000812,.0013285
251,.0064796,-.0106362,-.0135042,-.0127055,-.0021655,.0081382,-.0006832,.0120157,-.004845,.0053891,.0079814,-.0031658,-.0004771,.0001852,.0004847,.0004604,.0000953,-.0002105,-.0001775,-.00049,.0002866,.0000449,-.0002948,-.0000253,-.0067369,-.0009645,-.0000828,-.0000353
252,.0144854,-.0240751,-.009705,-.005791,-.0061457,-.0337328,.0019725,.0110578,.0046451,-.0083074,-.0037356,.0041773,-.0006761,.0000283,.0001789,.0004056,.0001527,.0006557,-.000264,-.0004647,-.0003146,.0002121,.0002992,-.0001003,.0015168,-.0566712,-.0006238,.0007367
253,.0027626,-.0051247,-.0161763,-.0032302,-.0116202,-.0221418,-.0015083,-.0022692,-.0006575,.0048272,.0157299,.0102079,-.0003187,-.0002109,.0007398,.0002605,.0004299,.0004401,-.0001801,-.0001294,.0001558,.0000335,-.0005895,-.000266,-.0114698,-.0177308,.0002373,.0001279
254,.0125556,-.002801,-.0045794,.0096069,.0021393,-.0476885,-.0117796,.0265737,.0129806,-.0162997,-.0029735,.0062898,-.000711,-.0000668,.0002003,.0001327,-.0002382,.0008905,.000507,-.0008273,-.0005927,.0005587,.0003082,-.0000741,.0083428,-.0243188,-.0005264,.0006136
255,.0094458,.0297645,-.0086293,.0134104,-.0051947,-.0045038,-.0062887,.0161342,-.0054034,-.0171857,.0067185,-.007923,-.0005751,-.0009094,.0003284,7.31e-06,.000234,.0000979,.0001606,-.0004691,.0003452,.0005757,-.0002346,.0001928,-.0093519,.0296966,.0002584,-.0005048
256,.0106801,.0066578,-.0150808,-.0258488,-.0070108,.0092692,-.0039306,-.0177477,.0006368,.0179512,.0137511,-.0011364,-.0006131,-.0003521,.0005906,.0007546,.0002388,-.0003838,-.0000952,.0002049,-.0000405,-.0002445,-.0004501,-9.16e-06,-.0009543,-.0108547,-.0003695,-.0000299
257,.0050215,-.0038582,-.0122648,-.0027816,-.0114391,-.0041197,-.0061411,.0219681,.0034563,.0008122,.0116703,-.0047274,-.0002016,-.0001954,.0004032,.0001829,.0002927,-8.07e-06,.0000797,-.0005382,-.0003229,.0000212,-.0003828,.0001097,-.0096969,.0072934,-.0001317,-.0004278
258,.0099874,-.0252934,-.0128331,.000514,-.0086798,-.0653619,-.0018258,.0033222,-.0012309,-.0266318,.0100927,.0047727,-.0004858,.0002894,.0005194,.0001479,.0002202,.0012811,-.0002453,-.0002365,-9.08e-06,.0006016,-.0004599,-.0002645,-.0044895,-.1086782,-.0004605,.001819
259,.007213,-.0321325,-.01045,.0019732,-.0051435,-.0671112,-.0035886,.0201396,-.0011114,-.0331079,.0054533,-.006166,-.0003184,.0004495,.0004181,-.0000292,.0001061,.0013886,-.0000821,-.0005838,.0000728,.0008034,-.0003197,.0000199,-.0076272,-.1164046,-.0001231,.0020482
260,.0124774,-.0047985,-.0083138,.0026713,-.004055,-.0460175,.0006192,.0047025,-.0023656,-.0112107,.0010696,.0046654,-.0005551,-.0002997,.0002854,.0001135,.0002182,.0009454,-.0002278,-.0001753,.0000163,.0003429,.0000361,-.0001278,-.000568,-.0499873,-.0002268,.0007991
261,.0083879,-.0093374,-.0128327,-.0249766,-.0136091,-.0033738,-.0073647,-.0056544,-.0011191,.0107167,.0063172,-.0043492,-.0005496,.0000818,.0004323,.0006879,.000513,.0000126,.000128,-.0002237,.000099,-.0000792,-.0000876,.0000227,-.0202204,-.0369748,.000535,.0005021
262,.0018702,-.0370933,-.0124924,-.0134521,-.0060667,-.0079497,-.0030852,.0107594,.0029382,-.0032893,.0101289,-.001866,-.0001265,.0006492,.00049,.0004335,.0001123,.0000871,.0000425,-.0003659,-.0000773,.0002046,-.0003296,-.0000413,-.0067071,-.0528911,.0001115,.0009672
263,.0061295,-.0163607,-.0105035,.0061703,-.0064834,-.0247308,-.0022787,.0317412,.0024567,.0027949,.0086519,-.0087009,-.0002155,.0001065,.0004261,-2.08e-07,.0002159,.0003151,-.000025,-.0007628,-.000011,-.0001174,-.0002425,.0001419,-.0020274,-.009086,.0001479,-.0003169
264,.0095427,.001679,-.0080737,.0089543,-.0016404,-.04291,-.0010915,.011186,.0025331,-.0000396,-.0033292,-.0016447,-.0003971,-.0003831,.0004061,.0000345,.0000858,.0009285,-.0000791,-.0002832,-.0001247,.0001176,.0002224,-.0000516,-.002059,-.0227751,.0001134,.0003626
265,.0192222,.0781591,-.0092873,.0135317,-.0056508,.0167113,-.0005792,.0082813,.0023057,.0093918,.0048002,.0090504,-.0008866,-.0019606,.0003952,-.0000345,.0002341,-.000436,-.0003338,-.000292,.0000524,-.0000231,-.0001017,-.0002277,.0108108,.1351257,-.0006403,-.002974
266,.0123806,.0187972,-.0108413,-.0018219,-.0069884,-.0113717,-.0004681,.0038802,-.000104,-.0016946,.0112597,.0208388,-.0005481,-.0007995,.0004561,.0002324,.0002405,.0001068,-.000131,-.0001348,.0000728,.0001461,-.000405,-.0004809,.0052385,.0286279,-.0003146,-.0009298
267,.0135788,-.011953,-.0079827,-.0018994,-.0082933,-.0275969,.0011031,-.0033334,-.0006544,-.0022066,.0071553,.0041535,-.0005728,-.000097,.0002816,.0001885,.0002996,.0006149,-.0002733,-8.57e-06,.0001772,.0003809,-.0000443,-.0001745,.0049067,-.0428358,-.000132,.0009042
268,.0083972,-.0117348,-.0076968,.0109216,-.001488,-.0479613,-.00559,.005511,-.0007969,-.0083322,.0026088,-.0045034,-.0004016,-.0000726,.0004419,-.00004,-.0000511,.0009969,.0002216,-.0001464,.0000375,.0003221,-.0000457,.0000843,-.0045658,-.056099,.0002027,.0011444
269,.0115407,.0231693,-.0075634,.0165379,-.0118839,.000363,-.0038499,.0066639,.0005273,-.0145174,.0031935,.0153094,-.0005901,-.0006837,.0002957,-.0003361,.0005691,-.0000943,8.53e-07,-.0003566,1.59e-06,.0004447,-.000041,-.0003829,-.0080357,.0475261,.0002361,-.0014087
270,.0088952,.011582,-.0070834,-.0027938,-.0102997,-.0134442,-.0056443,-.0022119,.0001308,.003599,.0097536,.0084459,-.0004772,-.0005259,.0002711,.0002674,.0004467,.000295,9.39e-06,.0000377,.0000943,-.0000369,-.0002781,-.0002999,-.0042478,.0051771,.0000662,-.0002627
271,.0069377,-.0142053,-.008192,-.0046074,-.003776,-.036827,-.0133682,-.010353,.0013533,-.029245,.0083078,-.0130306,-.0004177,.0002433,.0003497,.0002096,.0000918,.0006741,.0004729,-.0000467,-.0001584,.0008582,-.0001378,.0002481,-.0087374,-.1082683,.0002006,.0021866
272,.0083804,.0130339,-.0107129,.0053343,-.0064096,-.0238946,-.0088667,-.0030811,.0056448,-.0083851,.0128207,-.0057384,-.000309,-.0004513,.0003721,-.000063,.0000449,.0004634,.0003044,-.0000458,-.0003341,.0003492,-.0003843,.0001749,.0008566,-.022731,-.0003061,.0004274
273,.0081779,.0105078,-.0098535,-.006912,-.0050654,-.0136846,-.0013408,-.0066821,-.0010818,.0119267,.0118409,.0170454,-.0003844,-.000568,.0004341,.0002799,.0001288,.0002269,-.0000936,.0000796,.0000815,-.0001062,-.0004201,-.0004873,.0026772,.0122012,-.0002536,-.0005752
274,.0095121,-.0002539,-.0100538,-.0036633,-.0117451,-.0308619,-.0011215,-.0056134,-.0006187,-.0055867,.0059954,.0097873,-.0003054,-.0001597,.0003017,.0002603,.0005077,.0006348,-.0001851,-2.31e-06,.0000121,.0002469,-.0002078,-.0001964,-.0080316,-.0361919,.0001231,.0007837
275,.0093476,.0007611,-.0090626,-.0009444,-.0072865,-.0230014,-.0062261,-.004133,-.0014808,.0103244,.0096705,.0062395,-.000427,-.0002927,.0002687,.0001857,.000151,.0005345,.000028,-.00005,-.0000728,-.000128,-.0002945,-.0001982,-.0050379,-.0107538,-.0003466,.0000513
276,.0104934,-.0316893,-.0139773,-.0151079,-.0086419,-.0377148,-.0075228,.0029165,-.0010514,-.0269127,.0123104,-.0133403,-.0004177,.0002927,.0006218,.0004393,.0001575,.0006138,.000263,-.0003992,.000038,.0007989,-.0004617,.0002061,-.0083895,-.1218485,.0002007,.0019516
277,.0191071,-.0360077,-.0061566,-.0030512,-.0095112,-.0214697,-.0019697,.0155511,.0030577,-.0172786,.0060529,.0046369,-.0006161,.000612,.000424,.0000723,.0003465,.000411,-.0001159,-.0006552,.000052,.0007518,-.0001684,-.0003098,.0105803,-.0576192,-.0000779,.0008822
278,.0122214,-.0080785,-.0064421,.0131465,-.0061703,-.0275358,-.0033453,.0118168,.0076911,.0021564,.0035351,.0100362,-.0003063,-.0000765,.0003449,-.0001494,.0001304,.0004671,.0000336,-.0002391,-.0002957,.0002416,-.000107,-.0002348,.0074899,.0015415,-.0002001,8.97e-06
279,.0127236,.0199389,-.0094207,.0150475,-.005805,-.0201084,-.00289,-.0067531,.00119,-.0055119,.0076384,.0085505,-.0004425,-.0007023,.0004518,-.0001939,.0001625,.0004881,-.0000885,.0001411,8.43e-07,.0003522,-.0002816,-.0002358,.0034363,.0111634,-.0001974,-.0001506
280,.0073588,.0136448,-.007121,-.0075455,-.0043859,-.016312,-.0084012,-.0047542,.0001937,.0045797,-.0007229,.0080474,-.0005679,-.0004431,.0003076,.0002595,.0000881,.0002755,.0002192,-.0000933,-.0001389,-.0000562,.0001468,-.0001589,-.0130785,-.0023397,.000055,-.0002164
281,.0124131,.001071,-.0065698,.008662,-.0015957,-.0064409,-.0008145,.0322315,.0078983,-.0044826,-.0002626,-.0010574,-.0006169,-.0001325,.0002306,-.0000526,.0000219,.0000875,-.000042,-.0008509,-.0003551,.000128,.0001173,-.0000572,.0110688,.0299836,-.0006441,-.0008776
282,.0100116,-.013386,-.0054946,.0089098,-.0117736,-.0502526,-.0017508,.0085673,.0005955,-.0107301,.0090886,.0085537,-.0005682,.0000582,.0002106,-.0000682,.0003527,.0010301,-.0001175,-.0003045,-.0000739,.0003974,-.0000829,-.0003741,.0006767,-.0483379,-.0002792,.0007389
283,.0155168,.0068421,-.0119806,-.001631,-.0086584,.0068477,-.0068412,-.0035196,.0009542,.0048404,.0027283,.0072286,-.0007236,-.0005053,.0005148,.0002234,.0001041,-.0001773,.0001263,.0000453,-.0001776,.0000301,.0000932,-.0001629,-.0082809,.0206082,-.0000628,-.0005468
284,.0064647,-.0182273,-.0114279,-.0003739,-.0104587,-.0357699,-.0061438,.0121811,-.0025979,.0102852,.0085108,-.0036792,-.0002706,.0001559,.0003579,.0002766,.0003505,.0007822,.0001151,-.0003972,.0001487,-.000159,-.0002292,5.70e-06,-.0156529,-.0355839,.0004723,.0006641
285,.0129061,.0016508,-.007576,.0055942,-.0126235,-.0307887,-.0091138,-.0104617,.0009605,-.0035455,.0119108,.0119712,-.0006111,-.0003351,.0002662,-.0000211,.0003658,.0007605,.0001688,.0001151,.0000108,.0004088,-.0003578,-.0004315,-.003536,-.0255796,-.0001574,.0004967
286,.0244635,-.0272463,-.001722,.0010591,-.0087895,-.0281816,.0010673,.0191036,.0154286,-.0019621,-.0087677,-.0033129,-.0009061,.0004051,9.24e-06,.0000454,.0002508,.0005057,.0000154,-.0006286,-.0004534,.0001932,.0004273,-.0000213,.0216802,-.0405401,-.0006568,.0004995
287,.0069061,.0072704,-.0065073,.0055691,-.00824,-.024485,-.0023156,.0036533,-.0017721,-.004119,.0122156,.0068329,-.0002337,-.0004436,.0002236,.0000191,.0002796,.0004618,-.0000836,-.0002115,.0002063,.0003338,-.0004621,-.0002809,.0002868,-.0052785,-.0000699,-.0001214
288,.0117678,-.0213761,-.0052633,.0102463,-.0077537,-.046175,-.0028889,.0069023,-.0021575,-.0177673,.0055169,.0001961,-.0003651,.0000782,.0002223,-.000126,.0003146,.0009599,-.0000541,-.0003196,.0001662,.0005757,-.0001555,-.0001568,-.0007786,-.0679738,.0001283,.0010114
289,.0097796,.0085916,-.0074385,.0052112,-.0078073,-.0112339,-.0023367,.016553,-.0045609,.0076071,.0050812,.0218079,-.0002351,-.0003484,.0003024,-.000052,.000302,.0001706,-.0001004,-.0005347,.0001378,.0000328,-.0002039,-.0005216,-.0072827,.048537,.0002027,-.0012533
290,.0144279,-.0178876,-.0107009,-.0008977,-.0089418,-.0165681,-.0030827,.007768,-.0032914,.0078603,.0026905,-.0057423,-.0005102,.0002114,.0004588,.0001259,.0002676,.0003092,-.0001048,-.0002892,.000104,-.0000967,-.0000716,.0000906,-.0088984,-.0254674,.0001437,.0003511
291,.0061983,-.0388203,-.0086127,-.0075983,-.0015128,-.0544306,-.0020874,.0086045,.0051177,-.0267195,.0000684,-.0001127,-.0002693,.0005227,.0003355,.00032,-.0000699,.0009941,.0000813,-.000318,-.0001233,.0006933,.0000995,.0000287,-.0008285,-.1190769,.0000538,.0022408
292,.0086177,.0244387,-.0068145,.0229279,-.0041104,.0003983,-.0105738,.0345526,-.0005535,-.0111892,-.0002558,-.0046182,-.0005002,-.0008539,.0002181,-.0002829,-.0000159,-.0000659,.0004792,-.0008754,-.0000479,.0003587,.0001825,-.0000401,-.0136905,.0665101,.0003159,-.0017595
293,.0049397,-.0315983,-.0099572,-.0126688,.000944,-.0268555,-.0000912,-.0066249,.0046671,-.0139055,.0059439,-.0039786,-.000242,.0003687,.0004362,.0004357,-.000091,.0003147,8.35e-06,-5.48e-06,-.0001584,.0003529,-.0001809,-.0000435,.0064464,-.0956315,-.0002278,.001423
294,.0102781,-.0019851,-.0114725,-.0035623,-.0037314,-.0206743,.0041813,.0071541,-.0022561,-.0011505,.0018796,.0069849,-.0002905,-.0002293,.0005108,.0001862,.0001166,.0003919,-.0002222,-.0003208,.000149,.0001345,-.0001591,-.0002267,-.0011209,-.0132332,.0001046,-.0000642
295,.0062069,.0075319,-.0092245,.0047717,-.0014263,-.0326371,-.0001663,.0145944,.0002403,-.0081631,.0053589,.0082368,-.0002153,-.0004321,.0003933,.0001142,.000116,.0006163,-.0003234,-.0003747,.0000458,.0002126,-.0001029,-.0002829,.0009889,-.0056653,-.0000866,-.0001466
296,.009813,.0020784,-.0112715,-.0046638,-.0097367,-.0325242,.002107,.0052878,-.0051849,-.0019345,.0048704,.0142456,-.0003234,-.0002077,.0004793,.0001384,.0003834,.0006649,-.0001509,-.0003147,.0004491,.0003098,-.000166,-.0003477,-.0094026,-.0175107,.0006714,.000243
297,.0120983,.0203476,-.0084081,.0158064,-.0054904,-.0312259,-.0009482,-.0008829,-.0005254,.0003512,.0036592,.0090862,-.0006747,-.000683,.0002834,-.0000734,.0000983,.0005601,-.000146,-.0000967,-.0000981,6.69e-06,.0000169,-.0002922,.0003855,.0134826,-.0005203,-.0005786
298,.008861,-.0221546,-.016439,-.021907,-.0096633,.0238608,-.0048134,-.0007764,.0021371,.0115857,.0062697,-.0073847,-.0004444,.0002541,.0005613,.0006119,.0003104,-.0004543,.0000816,-.0000628,-.0003049,-.0000588,-.0001818,.0001728,-.0136478,-.0167762,.0000222,.000463
299,.0098865,.0080852,-.0145384,.0014302,-.0111719,-.0025065,-.0023096,.0195227,-.0033756,.0126658,.0120139,-.0189245,-.0004629,-.0002572,.0005634,.0001072,.0003169,.0000382,-.0001296,-.0006526,.0001714,-.0000179,-.00028,.0003562,-.009495,.0202728,.0001791,-.0004261
300,.0132694,-.0111568,-.0049399,-.0022716,.0038299,-.0421895,-.0062541,.0032669,.0051773,-.0093125,-.0041425,.0050038,-.0006186,-.0000194,.00017,.000207,-.0003241,.0007259,.0003485,-.0002141,-.0002629,.0002887,.0003106,-.0000794,.00694,-.0566598,-.0003765,.0009086
301,.0151297,-.0159649,-.0029626,.0012394,-.0046439,-.0356259,-.0087177,.020679,.0030688,-.0079995,.0065353,.0028737,-.0006059,.0000252,.0001293,.0001897,.0000966,.0007647,.0002914,-.0005133,-.0000125,.0003045,-.0001368,-.0001063,.0084096,-.0347981,-.0002379,.0006646
302,.006814,.0131307,-.0088449,.0142277,-.01162,-.0354419,-.0063261,.0140263,-.0026186,.0000435,.0104026,.0042804,-.0003814,-.0005751,.0002807,-.0002734,.0002719,.0006559,.0000769,-.0004831,-9.96e-06,.0000539,-.0003808,-.0001269,-.0121931,.0102665,-.0001428,-.0007488
