run,temp,L1temp,L2temp,L3temp,L4temp,L5temp,temp2,L1temp2,L2temp2,L3temp2,L4temp2,L5temp2,tlin,tsq
0,.0091972,-.0045928,-.0069835,-.0009935,-.0021408,.0017636,-.000459,.000228,.0001461,-.0000882,.0001435,-.0000658,-.0037497,-.0000955
1,.010817,-.0084209,-.0072397,-.0051028,-.0067436,.0088001,-.0005184,.0001928,.0002125,-.0000377,.0002078,-.0003354,-.00789,-.0002784
2,.00242,-.0107274,-.0069398,-.0029122,-.0039823,.0014068,-.0003153,.000385,.0001096,-.0001459,.0001376,-.0000718,-.0207349,.0000992
3,.0146786,-.0000464,-.0058213,-.0032179,-.0014675,.0006494,-.0005835,.000178,.0001318,-.0000207,.0002599,-.0000488,.0047749,-.0000834
4,.0101081,-.0033908,-.0078281,-.0027479,-.0012729,-.002871,-.0004209,.0001804,.0001845,.0000169,-.0000252,.0000761,-.0080028,.0000118
5,.0116801,-.0113337,-.0096335,-.007378,-.0053296,.0067086,-.0005928,.0003701,.0001701,.0001031,.0001557,-.0002645,-.0152862,-.0000583
6,.0095681,-.0068001,-.0056657,-.0006769,-.0064185,.0013626,-.0005583,.0001693,.0001113,-.0001629,.0003299,.0000278,-.0086305,-.0000828
7,.0112096,-.0079741,-.0083679,-.0032112,.0000647,.0069618,-.0004234,.0002429,.0001924,-.0000712,.000085,-.0002334,-.0013172,-.0002077
8,.0079126,-.0060282,-.0093612,-.007135,-.0021013,.007911,-.0003853,.0002395,.0002323,.0001019,.0001201,-.0003123,-.0088022,-3.72e-06
9,.0065197,-.0051162,-.0019816,-.0035962,-.0031172,.0000611,-.0004012,.0002462,.000057,9.10e-06,.0001191,-.0000121,-.0072304,.0000181
10,.0125852,-.0036818,-.0102565,-.0019361,.0016761,-.0049026,-.0005574,.0001366,.0002624,-.0000431,-7.82e-06,.0001885,-.0065157,-.0000207
11,.0109296,-.0011101,-.0023072,.0059742,-.0028583,-.0053519,-.0004588,.0001592,-.0000263,-.0003084,.0002551,.0001259,.0052763,-.0002533
12,.0111053,-.0036927,-.0022048,.0004008,-.0031131,-.0021549,-.0005055,.0002714,.0000978,-.0000449,.000173,.0000414,.0003407,.0000332
13,.0102453,-.0009914,-.0054888,.0007762,-.0024329,-.0025581,-.0004477,.0001101,.0002207,-.0002024,.000242,.000027,-.0004497,-.0000502
14,.0154217,-.0098742,-.0078537,.0024009,-.0025444,.004187,-.0007326,.000354,.000251,-.0002193,.0002503,-.0001401,.0017372,-.0002367
15,.0104744,-.0077324,-.0107575,.0020441,.001751,.0099404,-.000602,.0003963,.0001697,-.0002253,.0001993,-.000257,.00572,-.000319
16,.0184492,-.0022329,-.0031257,-.0061952,.0008941,.006992,-.0007274,.0001743,.0000393,.0000964,-.0000123,-.0001544,.0147815,-.000584
17,.008493,-.0051393,-.0108349,-.0048989,-.0056579,.0048731,-.0004886,.0002364,.0002198,-.0000303,.0003032,-.0001322,-.0131649,.0001083
18,.0118912,-.0056589,-.0099942,.00188,.0028201,.0052167,-.0004837,.0002483,.000288,-.0001946,.0000303,-.0001653,.006155,-.000277
19,.0141184,-.0105724,-.0046683,.0006858,.0014369,.0082669,-.0005722,.0004384,.000122,-.0002238,.0001364,-.0003107,.0092672,-.0004099
20,.0077936,-.0066028,-.00338,-.0010164,-.0026525,.00947,-.0004052,.0002898,.0000911,-.0001647,.0002103,-.0003022,.0036118,-.0002809
21,.0071137,-.0049032,-.0064859,.0000999,-.003446,.005618,-.0003552,.0003564,.0001597,-.0000109,.0002109,-.0001441,-.0020035,.0002169
22,.0116639,-.0070673,-.0043382,-.0035661,-.0020328,.0032809,-.0006152,.0003571,.0000844,-1.66e-06,.0001261,-.0000745,-.0020596,-.0001238
23,.0032306,-.0118642,-.0138371,.0021239,-.0076133,.0068605,-.000279,.0004212,.0003704,-.0001785,.0002113,-.0002308,-.0210996,.0003147
24,.0093745,-.0014123,-.0037291,-.0000295,-.0023533,-.0048956,-.0005352,.0001366,.0000919,-.000111,.0001686,.0001005,-.0030454,-.0001486
25,.0071011,-.005782,-.0038564,-.0065323,-.0025653,.0060154,-.0004629,.0003005,.0000669,.0001037,.0001936,-.00024,-.0056194,-.0000382
26,.0083103,-.0090197,-.0076178,-.0004017,-.0070135,-.0041303,-.0005777,.0004075,.0000335,-.0001068,.0002447,.0002718,-.0198725,.000273
27,.008814,-.0049419,-.0054037,-.0017208,-.0018804,.0049851,-.0004794,.0002323,.0000963,-.000025,.0001951,-.0001292,-.0001477,-.00011
28,.0125443,-.0037537,-.0018315,.0035854,-.0051116,.0018808,-.0005172,.0002313,.0000306,-.0003025,.0003127,-.0001211,.0073137,-.0003661
29,.0024106,-.0101306,.0002495,-.0034284,-.0019236,.0022589,-.0002365,.0004323,-.0000688,-.0000168,.0001261,-1.85e-06,-.0105637,.0002345
30,.0150637,-.00183,-.0011634,-.0032725,-.0015218,.0018648,-.000751,.0000987,.0000564,-.0000288,.0000711,-.0000194,.0091407,-.000573
31,.0108963,-.001985,-.0084672,.0054068,-.0038897,-.002419,-.0004587,.0001449,.0001992,-.0002404,.0001603,.0000402,-.0004578,-.0001545
32,.008451,-.0036306,-.0074931,-.0034177,-.0047361,.0058884,-.0003831,.0001183,.0001659,.0000309,.000274,-.0001493,-.0049382,.0000568
33,.0076303,-.0075409,-.010998,-.0010441,-.0022964,.0039615,-.0004483,.0003365,.000229,-.0001616,.0001167,-.0000787,-.0102877,-6.40e-06
34,.0038356,-.0078732,-.012158,-.0043931,-.0081293,.0012545,-.0002706,.0003105,.0002238,.0000423,.0001978,-.0000505,-.0274635,.0004532
35,.0078404,-.0033782,-.007655,-.0004603,-.0017652,.0077569,-.0004447,.0002911,.0002186,-.0001323,.0002368,-.0002048,.0023386,-.0000352
36,.0069612,.00039,-.0101579,-.0020078,-.0048133,-.0016123,-.0004054,.0000362,.0002758,-7.82e-06,.0002837,.0000372,-.01124,.0002197
37,.0106513,-.0062336,-.0038381,-.0028828,.0028557,.0091439,-.000448,.0002627,.0000576,6.39e-06,-.000036,-.0002046,.0096965,-.0003619
38,.0064634,-.0036055,-.0017617,.0016784,-.0022306,-.0016309,-.0002883,.0002171,.0000608,-.0001495,.0001102,-.0000347,-.001087,-.0000844
39,.0121277,-.0075167,-.008407,-.0035621,-.0034771,.0083437,-.0006645,.0003238,.0001436,-.0000642,.0002411,-.0001958,-.0024915,-.000216
40,.0064884,-.0113665,-.0110556,-.0007196,-.0044228,.0077974,-.0003364,.0003574,.0002409,-.0001385,.000119,-.0002065,-.0132787,.0000358
41,.0114245,-.0079617,-.0045278,-.0033276,-.0028594,.0041327,-.0005237,.0003402,.0001238,-.0000181,.0002544,-.0000972,-.0031192,.0000794
42,.0198666,-.0088042,-.0096465,-.0057595,-.0012647,.0052998,-.0007652,.0003266,.0002207,.000171,.0000671,-.0001006,-.0003085,-.0000804
43,.010686,-.0032798,-.0011404,.0028768,.0010125,-.0014611,-.0004117,.0002137,-.0000427,-.0001902,.0001189,.0000329,.008694,-.000279
44,.0146828,-.0086347,.0013759,-.0004021,.0004534,.000655,-.0005896,.0003556,-.0000693,-.0000727,-.0000198,.0000184,.0081303,-.0003774
45,.0080076,-.0002072,-.0129808,-.0009405,-.0033389,-.0031805,-.0003617,.0000255,.0001551,-.0000633,.0001759,.0001054,-.0126405,.000037
46,.0113805,-.0019594,-.0080086,-.0018528,-.0014346,.0014449,-.000449,.0001722,.0001726,-5.12e-06,.0000856,-.0000469,-.0004301,-.0000706
47,.0016308,-.0066863,-.0125398,-.0017247,-.0039936,.0123099,-.000161,.0002793,.0002386,-.0000464,.0002306,-.0003754,-.0110039,.0001656
48,.0056777,-.0013361,-.0052959,.0009819,-.0008929,.0007535,-.0003649,.0001066,.000144,-.00012,.0002273,-.0000723,-.000112,-.0000793
49,.0044949,-.0090587,-.0103231,-.0023556,-.0021328,.0066473,-.0003832,.0004314,.0002023,-.0001456,.0000988,-.0002167,-.012728,-.000013
50,.0051767,-.0060662,-.009818,-.0000458,-.0073459,.0058868,-.0004119,.0002017,.0001263,-.0001725,.0003319,-.00015,-.0122124,-.0000746
51,.0158616,.0010092,-.0071604,.00179,-.0002104,.0010129,-.0006413,.0001204,.0001499,-.0000795,.0000358,-.0000252,.012303,-.00044
52,.0108905,-.0026729,-.0009369,.0003261,-.0013706,-.0029062,-.000475,.0002519,.0000488,-.0002338,.0001446,.0000252,.00333,-.0002382
53,.0053368,-.0089895,-.0014045,.001896,-.0066718,.0032912,-.0003392,.0003917,.0000143,-.000098,.0002753,-.0001315,-.0065417,.0001125
54,.0077411,-.0007998,-.0072613,-.0000488,-.0027034,-.004289,-.0004283,.0001123,.0001882,-.0001192,.000175,.0000972,-.0073613,.0000253
55,.0007139,-.0120676,-.0066154,-.005764,-.0077026,.0076874,-.0001857,.0004673,.0001778,.0000122,.0003972,-.0002544,-.0237484,.0006144
56,.0083934,-.0038046,-.0013359,.0007202,-.0013128,-.0028971,-.0004035,.000219,.0000325,-.0001951,.0001327,-9.51e-06,-.0002368,-.0002239
57,.0029988,-.0088347,-.0149976,-.0023193,-.0006822,.0042298,-.0003375,.0004535,.0002792,-.000055,.0001179,-.0000456,-.0196052,.0004124
58,.0143966,-.0021886,-.0061507,-.0016892,.0005755,.0027718,-.0004677,.0001176,.0001713,-.0001019,.0001222,-.0001563,.0077155,-.0003147
59,.0016852,-.0105893,-.0066591,-.0008875,-.0070618,.0099399,-.0001808,.0004169,.0001223,-.0000921,.0002696,-.0003254,-.0135727,.0002104
60,.0131565,-.0066405,-.0054256,-.0037301,.0009734,.0088646,-.0006146,.0003241,.0001208,.0000534,.0000449,-.0002302,.0071983,-.0003017
61,.0074887,-.007401,-.0074266,-.0018546,-.0032531,-.0005075,-.0003507,.0002821,.0001407,-.0001709,.0001016,-.0000279,-.0129541,-.000025
62,.0028786,-.0041513,-.0016242,.0045445,-.0017254,.0012633,-.0002523,.000201,-.000043,-.0002348,.0001224,-.0001493,.0011856,-.000356
63,.0079405,-.0024726,-.0100856,.0006421,-.0025661,-.0014783,-.0004842,.0002429,.000203,-.0001266,.0002535,.0000893,-.00802,.0001779
64,.0066325,-.0084886,-.0063527,-.0064303,-.003975,.0058681,-.0002765,.0002973,.0001689,.0000227,.0001841,-.0001715,-.012746,.0002251
65,.0127518,-.0022946,-.0077595,.0002797,-.0035976,.0029909,-.000624,.0001522,.000175,-.0001554,.0002691,-.0001459,.0023706,-.000329
66,.0118616,.003314,-.0052851,-.0014123,-.0024162,-.0068381,-.0004973,.0000235,.000201,.0000487,.0003057,.00016,-.0007762,.0002416
67,.0063702,-.0032578,-.0043038,-.00345,.0003181,.002109,-.0003177,.0002019,.0001124,-.0000207,-.0000716,-.0001584,-.0022143,-.000254
68,.0089568,-.002827,-.0080639,-.0028692,-.0025373,.0013948,-.0004454,.0001213,.0001701,-.0000878,.0000173,-.0000645,-.0059459,-.0002891
69,.0065166,-.0073603,-.0071992,-.0022925,.0002473,.0090684,-.0003926,.0002609,.0001486,-.0001099,.0000262,-.000273,-.0010197,-.0003398
70,.0057508,-.007368,-.0123663,-.0039112,-.0039537,.002802,-.0003676,.0002692,.0003226,-.0000272,.0001783,-.000065,-.0190465,.0003103
71,.0108647,-.0102692,-.0116036,-.0023398,-.0065594,.007247,-.0005534,.0004407,.0002992,-.0000248,.0002491,-.0002176,-.0126603,.0001932
72,.0114968,-.0007482,-.0075098,.0010787,.001388,.0001442,-.0004668,.0001698,.000151,-.0000607,.0000787,-.0000793,.0058497,-.0002074
73,.0090404,-.0035777,-.0061528,-.0003213,-.000451,-.0020455,-.0003922,.0001147,.000138,-.0001509,.0000332,.0000465,-.0035079,-.0002107
74,.0011941,-.0033428,-.0067064,-.000693,-.0063278,-.0033517,-.000158,.0000975,.0002229,-.0000603,.0003687,.000106,-.0192276,.0005767
75,.0051649,-.0057712,-.0107347,-.0053674,-.0049874,.0034415,-.0003733,.0002899,.0001771,.0000555,.0001444,-.0001296,-.0182541,.0001641
76,.0123571,-.0074164,-.00895,-.0033764,-.0026483,-.0016129,-.0005502,.0002124,.0001805,.000062,.0001111,.0000529,-.0116468,.0000687
77,.0072218,-.0016627,-.0083641,-.0050344,-.0009587,-.0048055,-.0003892,.0000447,.0001415,.0000815,.0000909,.000154,-.0136036,.0001233
78,.0071742,-.0053323,-.0060511,-.001108,-.0008674,-.0009512,-.0004787,.0002301,.0000557,-.0000685,.0000912,.0000337,-.0071358,-.0001366
79,.0078686,-.001296,-.00582,.0006042,-.0066238,-.0009633,-.0004254,.0001734,.0000926,-.0001248,.000345,-.0000777,-.0062303,-.0000168
80,.0093555,-.0041405,-.0023774,.0003938,-.001797,.0007159,-.0004422,.0003124,.0001261,-.0000874,.0001778,-.000022,.0021503,.0000646
81,.0053175,-.0014806,-.0112164,.0015617,-.0029326,-.0038754,-.0004412,.0001061,.0001416,-.0002249,.0001878,.0000629,-.0126258,-.0001677
82,.0111465,-.0049889,-.0064046,.0010014,-.0051054,.0057598,-.0005359,.0001645,.000252,-.0002639,.0003653,-.0001056,.0014088,-.0001236
83,.0125257,-.0081194,-.0044957,.0046821,-.011052,.0022035,-.0005891,.0003731,.0001227,-.000318,.0004092,-.000044,-.0042559,-.0000461
84,.0137375,-.0035726,-.0041012,-.0045389,-.0021767,.0064758,-.0006988,.0001542,.0000217,.0001359,.0001218,-.0001627,.0058239,-.000428
85,.0045662,-.0048173,-.0044375,-.0003044,-.0025066,-.0004175,-.0003628,.0002317,.0000273,-.0001138,.0002389,-.0000347,-.0079171,-.0000133
86,.0108796,-.0074712,-.0088329,-.0011512,-.0087369,.0105304,-.0005038,.000269,.000248,-.0001931,.0004198,-.0003502,-.0047822,-.0001103
87,.0080854,-.0022044,-.0043765,-.0004181,-.00357,-.0036735,-.0004555,.0000848,.0001325,-.0002118,.0002694,.0000587,-.0061571,-.0001219
88,.0086168,-.0006851,-.0049883,-.0019852,-.002495,-.004521,-.0003721,.000115,.0001977,-.0001057,.0001499,.0000449,-.0060578,.0000298
89,.0150581,-.0112732,-.0077705,-.0016801,-.0044663,.0097658,-.0005645,.0003965,.0002831,-.0001239,.0002431,-.0002992,-.0003662,-.0000648
90,.0170083,-.0063857,-.0073825,.0016513,-.0030398,.0001304,-.0007278,.0003216,.0000643,-.0001524,.000111,-.0000199,.001982,-.0004033
91,.0091881,-.0074,-.0069007,-.0045648,-.0030178,.0048169,-.0003877,.0002759,.0001636,-.0000465,.0001074,-.0001399,-.0078783,-.0000273
92,.0122684,-.003685,-.0118208,-.0030898,-.0039096,.0029779,-.0005539,.0001868,.0002884,-.000069,.0001723,-.0001514,-.007259,-.0001268
93,.0094533,-.008422,-.0068009,-.0008121,-.0029043,.0004886,-.0004754,.000365,.0001406,-.0001745,.000212,-.0000735,-.0089975,-5.72e-06
94,.0062494,-.0107087,-.0052335,-.0015717,-.0029605,.0030658,-.0003147,.0003514,.0001641,-.000115,.0000975,-.0000806,-.0111591,.0001026
95,.0096948,-.0112397,-.0054768,-.0058535,-.0003101,.0072053,-.0005321,.0003555,.0001512,.0000415,-.0000124,-.000064,-.00598,-.0000603
96,.0071475,-.0076453,-.0097191,-.0002281,-.0061704,.0034566,-.0004312,.0002319,.0002002,-.0001598,.0002273,-.0000794,-.0131589,-.0000109
97,.0055928,.0001706,-.0092207,-.0019493,-.0010881,.0013583,-.0003219,.0000586,.0002688,-.0000742,.0001899,-.0001258,-.0051365,-4.62e-06
98,.0079231,-.0077494,.0022999,.0008332,.00413,.0010111,-.000489,.0004172,-.0001082,-.0000593,-.0000564,.0000762,.0084479,-.0002195
99,.0147507,-.0087213,-.0032332,-.0021167,-.0025292,.0034062,-.0007839,.0004171,.0000941,-.0000272,.0001629,-.0000498,.0015565,-.0001868
100,.012158,-.0052824,-.0105402,-.0021573,-.0012322,.0050612,-.0005737,.0001946,.0002354,-.0000829,.0001499,-.0000954,-.001993,-.0001721
101,.0206076,-.0024813,-.0024158,-.004169,.0059524,-.002593,-.0008406,.0001294,-.0000777,.0000185,-.0001767,.000167,.0149009,-.0007801
102,.0071171,-.0038359,-.0059839,.0003217,-.0014862,-.0004335,-.000329,.0002009,.0001074,-.0000969,.0000473,-.0000615,-.0043007,-.0001319
103,.0142151,-.0037514,-.0033866,.0014372,-.001018,-.0097659,-.0005789,.0002547,.0000341,-.0001288,.0001098,.0003574,-.0022697,.0000483
104,.0102154,-.0072894,-.0062298,-.0004457,-.0041588,.0041803,-.0004801,.0003387,.0001889,-.0001785,.000172,-.0001494,-.003728,-.0001084
105,.0056466,-.0043566,-.0094823,-.0018068,-.0010313,.0029056,-.0003827,.0002494,.0000737,-.0000377,.0001291,-.0001281,-.0081247,-.0000963
106,.0133,-.0085125,-.0073483,-.0045382,-.0001799,.0107358,-.000676,.0004502,.0000927,.0000954,.0000273,-.000303,.0034569,-.0003134
107,.0067316,-.0000281,-.0072428,-.001689,-.0000769,-.0090015,-.0004073,.0000969,.0001356,-.0001081,.0001864,.0002063,-.0113067,.0001098
108,.0111007,-.0058712,-.0111571,-.001918,-.0009855,.0001578,-.0006094,.0001312,.0002326,-.0000873,.0000453,-7.20e-06,-.0086733,-.0002948
109,.0155854,-.0030118,-.0123703,.0014025,-.002503,.0031502,-.0006304,.0001906,.0002926,-.000153,.0001248,-.000124,.002253,-.0002994
110,.0095895,-.0078559,-.0075935,-.0043097,-.0011658,.0014475,-.000455,.0003854,.0001877,.0001232,.0000842,-.0000704,-.009888,.0002551
111,.0076328,-.003806,-.0073203,-.005773,-.0028335,.0067819,-.0004428,.0002591,.0001613,.0000711,.0000898,-.0001838,-.0053181,-.0000453
112,.0108158,-.006335,-.0053547,-.0002874,-.0020535,-.0005391,-.0005564,.0003519,.0001045,-.0000982,.0001239,.0000687,-.003754,-5.65e-06
113,.0113801,-.0011337,-.0073529,.0033515,-.0011558,-.0033308,-.0005554,.0001078,.0001025,-.0001237,.0000991,.0001718,.0017585,-.000198
114,.0032232,-.0033478,-.0058115,.0001273,-.0039324,-.003886,-.0003156,.0002447,.0000707,-.0000467,.0003143,3.45e-06,-.0136271,.0002708
115,.0135893,-.0015884,-.0042401,-.0027699,-.0019695,.001284,-.0005119,.0001101,.0001245,-.0000578,.0002437,-.0000149,.0043055,-.0001064
116,.0079351,-.0048071,-.0012728,-.000679,.0013347,-.0018497,-.0005189,.0001629,-7.98e-06,-.0000467,.0000225,.0000392,.0006612,-.000349
117,.0027579,-.0072847,-.0145445,-.0031851,.0007553,.0018625,-.0001899,.0002658,.0003098,-.0000285,-.000065,-.0001019,-.0196386,.0001903
118,.0103755,-.0059364,-.0084484,.000043,-.0004736,.0059857,-.0004708,.000185,.000247,-.000041,.0001107,-.0002643,.0015458,-.0002335
119,.0099054,-.0054493,-.0069875,.0001627,-.0079055,.0056849,-.0004738,.0001859,.000145,-.0001134,.0002917,-.0002038,-.0045893,-.0001685
120,.0048521,-.0036476,-.005127,.003071,-.0023265,.0008193,-.0003623,.0002759,.0000425,-.0002295,.0002061,-.0000205,-.0023588,-.0000877
121,.0051824,-.0115671,-.0140414,-.0092237,-.0024992,.0115957,-.0003428,.0004412,.0003581,.0001417,.0000687,-.0003511,-.0205532,.0003157
122,.0111326,-.0013457,-.0037311,-.0000453,-.0018188,-.0033265,-.0005518,.0001275,.0000703,-.0001341,.0002041,.0001054,.0008653,-.0001786
123,.0136976,-.0026739,-.0090408,-.001093,-.0004892,-.0057373,-.0005219,.0001755,.0002615,-.0001309,.0000235,.0001379,-.0053366,-.0000544
124,.0055423,-.0032897,-.0113776,.0033205,-.0052552,-.0008531,-.0003183,.0002597,.0003281,-.000279,.000397,-.0000611,-.0119127,.0003265
125,.0081952,-.0076863,-.0051959,-.0053048,.0031496,.00403,-.0005362,.0003927,.0000465,-1.32e-06,9.71e-06,-.0000927,-.0028122,-.0001813
126,.0087512,-.0067711,-.0023714,.0017855,.0015328,.002914,-.0004199,.0002764,-.0000283,-.0001751,-6.04e-06,-.0001061,.0058409,-.0004591
127,.0092239,-.00431,.000131,.0012263,-.0011672,-.0009615,-.0004004,.0002694,-.0001488,-.0001113,.0001455,-.0000656,.0041425,-.0003112
128,.0133177,-.0014937,-.0039046,-.0002818,-.0006696,-.0010329,-.0006168,.0000854,.0001,-.000162,.0000614,-.0000391,.005935,-.0005711
129,.009609,-.0083989,-.0047219,-.0028993,-.0029688,.0003037,-.0005267,.000343,.0000263,.0000293,-.0000254,.0000335,-.0090763,-.0001201
130,.0024649,-.0077399,-.0113509,.0008007,.0001729,.0088386,-.0002246,.0003532,.0002699,-.0000958,.0000605,-.0002579,-.0068136,.0001053
131,.0052129,-.0074924,-.007211,-.0009372,-.0033392,.0063879,-.000387,.0003169,.0002136,-.0000894,.0002526,-.0001503,-.007379,.0001564
132,.0129718,-.0018721,-.006682,.0010489,-.0011145,-.0027374,-.0004958,.0001035,.0001929,-.0001632,.0000773,.0000692,.0016148,-.000216
133,.0107899,-.0037747,-.0052239,-.001898,-.0030736,.0027448,-.0005366,.0002637,.0000938,-.0000354,.0002259,-.0000968,-.0004355,-.0000854
134,.0040537,-.0008145,-.0096649,.0033916,-.0003929,-.003106,-.0003306,.0001759,.0002571,-.0001812,.0001696,.0000385,-.0065329,.0001294
135,.00831,-.0075727,-.0036755,-.000408,-.0040501,.0045702,-.0005306,.0003783,.0000494,-.0000631,.0002526,-.0002367,-.0028262,-.00015
136,.0027275,-.0048278,-.0061212,-.003207,-.0029076,.001661,-.0002244,.0002006,.0000841,.0000266,.0001728,-.0000581,-.0126751,.0002016
137,.0097187,-.0042335,-.0039531,.005829,-.001084,.0036372,-.0004591,.0001191,.0000124,-.0003443,.0002079,-.0001141,.0099143,-.000578
138,.0049771,-.0050881,-.0102147,-.0049266,-.0039711,.0023522,-.0003285,.0002431,.0002456,-.0000316,.0001987,-.0001232,-.0168712,.000204
139,.0080664,-.0072335,-.0073065,.0009778,-.0035302,.0020819,-.0004483,.0002886,.0002459,-.0001585,.0001525,-.0001122,-.0069441,-.0000321
140,.0061588,-.0056503,-.0072133,-.0012204,.0016255,.0080119,-.0004148,.0002921,.0000251,-.0000712,-.0000519,-.0002761,.0017121,-.0004968
141,.0097187,-.0001442,-.0073561,.0025374,-.0031372,-.0048901,-.0005243,.0001592,.0001552,-.0001032,.0001767,.0001391,-.0032714,2.56e-06
142,.0138245,-.0105409,-.0095924,-.003373,-.0024147,.005887,-.0004805,.0003786,.0001932,-.0000404,.0001908,-.0001457,-.0062095,.000096
143,.0077512,-.0029337,-.0139283,-.0020446,-.0024324,.0036003,-.0005126,.0000691,.0003089,-.0000617,.0002089,-.0001004,-.0099874,-.0000878
144,.0079873,-.0099383,-.0127658,-.002206,-.0050674,.0073335,-.0004001,.0003412,.0002905,-.0001228,.0002423,-.0002003,-.0146568,.0001508
145,.0077011,-.0085583,-.013173,-.0037436,.0028433,.0048312,-.0003775,.0003837,.0003326,.0001537,3.75e-06,-.0000982,-.0100992,.0003982
146,.0108306,-.0026374,-.0050463,-.0003603,-.000835,-.0001238,-.0005053,.0001541,.0001662,-.0001728,.0001877,-.0000586,.0018278,-.0002287
147,.0107917,-.0048151,-.0100449,-.0013702,.002306,.0081837,-.000455,.0001851,.000175,-.0000279,-8.18e-06,-.0002839,.0050512,-.0004149
148,.0107747,-.0023407,-.008807,.0009023,-.001113,.0018122,-.0005037,.0001861,.0001115,-.0001113,.0000994,-.0000726,.0012286,-.0002907
149,.0048826,-.008874,-.0065094,-.002932,-.0021575,.0070151,-.0002311,.0004001,.0001335,-.0000141,.0001261,-.0001701,-.0085751,.0002443
150,.0027653,-.0076403,-.0021835,-.0007417,-.004424,.004971,-.0002563,.0002872,.0000621,-.0001344,.0001714,-.0002342,-.0072531,-.0001042
151,.0095264,-.005341,-.0076808,.0008251,-.0032184,.0025804,-.0003346,.0002264,.0001526,-.0001185,.0001001,-.0000264,-.0033083,-3.68e-07
152,.0054046,-.0093345,-.0098709,-.0046067,-.0038743,.0054358,-.0004585,.0004116,.0001913,-.000023,.0002284,-.0001335,-.0168461,.0002163
153,.0082212,-.0124038,-.0110195,-.0015211,-.0048009,.0077421,-.0004392,.0005003,.0003014,-.0001039,.0001959,-.0002395,-.0137819,.000215
154,.0144084,-.0085517,-.0026517,-.000982,.0020812,.0052449,-.0006404,.0004117,.0000502,-.0000801,-.0000133,-.0001229,.009549,-.0003948
155,.0071754,-.0076699,-.0083059,-.0052165,-.000236,.0047955,-.0003913,.0003504,.0002302,.0001177,.0001181,-.0002526,-.0094575,.0001723
156,.0082556,-.001162,-.0096937,-.0023637,-.0019832,.0043692,-.0004128,.0001285,.0001969,-.0000358,.0001901,-.0002291,-.0025778,-.0001622
157,.0115129,-.0059131,.0019023,-.0043558,.0027633,.0066874,-.0005742,.0002982,-.0001386,4.60e-06,-.0000275,-.0002687,.0125971,-.0007063
158,.0057069,-.0072627,-.0093268,-.0021618,-.0029298,.0089345,-.0002612,.0002079,.0002187,-.0000966,.0000914,-.0003032,-.0070396,-.0001429
159,.0108674,-.001753,-.0086683,.0028878,.0038369,.0009112,-.0003541,.0000804,.0001852,-.0001349,.0000438,-.0000832,.0080819,-.0002628
160,.0039042,-.002451,-.0062244,.001405,-.0041055,-.0018342,-.0002652,.0001734,.0000722,-.0001448,.0002681,.0000464,-.0093059,.0001501
161,.0095223,-.0076999,-.007704,-.0048137,-.0036223,.0011,-.0004985,.0003,.0001368,-.0000285,.0001463,.0000957,-.0132176,.0001517
162,.0068265,-.0058645,-.004536,-.001727,.0007067,.0025825,-.0002985,.0002105,.0000665,.0000175,.000072,-.000044,-.0020117,.0000241
163,.0100796,.0019671,-.0042678,.0026216,-.0014307,-.0057235,-.0004863,.0001151,.0001235,-.0001938,.0000862,.0001829,.0032463,-.0001724
164,.0161129,-.0009662,-.0048885,.0046119,-.001819,.0016109,-.0007521,.0001273,.0001387,-.0002433,.0001899,-.0000134,.014662,-.0005528
165,.0029709,-.0018549,.0044187,.0020765,-.003459,.0057021,-.0002343,.0001716,-.0000145,-.0001296,.0002793,-.0002996,.0098542,-.000227
166,.0112452,-.0010374,-.0067891,-.0018594,-.001174,.0012624,-.0003851,.0000717,.0001544,-.0000631,.0002299,-.0001188,.0016477,-.000111
167,.0059668,-.0087758,-.0099992,-.0070586,-.0036913,.0068555,-.0004178,.0003393,.0002815,.0001094,.0001355,-.0002337,-.0167026,.0002141
168,.0079735,-.0047896,-.0074353,-.0028591,-.0033903,-.0020784,-.0004579,.0002409,.0000837,-.0000865,.0001081,4.69e-06,-.0125792,-.000107
169,.010553,-.0037264,-.0081427,-.0009782,.0013319,-.0013781,-.0005771,.0002278,.0001899,-.000055,-.0000478,.000081,-.0023405,-.0001812
170,.0076143,-.0086206,-.0072723,-.0020383,-.0026375,.0037056,-.000347,.0002995,.0002188,-.000011,.0001048,-.0000943,-.0092489,.0001708
171,-.0033799,-.0061684,-.0146339,-.0016989,-.0062167,.0003836,-.0000497,.0002695,.000283,-4.00e-06,.000223,.0000161,-.0317142,.0007379
172,.0079364,-.0060353,-.0110744,.0011998,-.0022426,.0017719,-.0004798,.0002525,.0002232,-.0002361,.0000118,-.0000323,-.0084442,-.0002607
173,.0114235,-.0093743,-.0102098,-.0048935,-.0031273,.0051756,-.0005854,.0003609,.0002684,.0000348,.0001195,-.0001808,-.0110058,.0000174
174,.0046902,-.0041496,-.007306,-.0008307,-.0017929,.0059004,-.0004036,.0002265,.0001449,-.0000878,.0001075,-.0002346,-.0034886,-.0002471
175,.0162533,-.0037643,-.001668,-.0022805,.0032298,-.0001318,-.0006853,.000292,-.0000171,-.0000422,.0000785,.0000579,.0116385,-.0003162
176,.0126158,-.0047814,-.0056737,-.0011621,-.0029452,.0035689,-.0006673,.0003311,.0000232,-.0000623,.0001584,-.0001329,.0016223,-.0003498
