run,temp,L1temp,L2temp,L3temp,L4temp,L5temp,temp2,L1temp2,L2temp2,L3temp2,L4temp2,L5temp2,tlin,tsq
986,.0127776,-.0054117,-.0083458,-.0052993,-.0007746,.0077809,-.000468,.0002834,.0002047,.0001586,.0000232,-.0001927,.000727,9.19e-06
987,.0067352,-.0083266,-.0079058,-.0004015,-.0058948,-.0003278,-.0002435,.0003722,.0002302,-.0000634,.000241,-7.71e-06,-.0161213,.0005288
988,.0077668,-.0067093,-.0108116,-.0005408,-.0035767,.0036701,-.0004183,.0002492,.0002213,-.0000878,.0001928,-.0001828,-.0102015,-.0000255
989,.0132259,-.0088037,-.0020493,.0010662,.0022842,.0050767,-.0005832,.0003652,.0000576,-.0001775,.000038,-.0002374,.0108001,-.0005373
990,.0149962,-.0026058,-.0056768,-.0001879,-.0060657,-.0047209,-.0006913,.0001209,.0001041,-.0002173,.0002586,.0001492,-.004261,-.0002757
991,.0045656,-.0061094,-.0114803,-.0003145,-.0037607,.0031587,-.0004292,.0002129,.0001774,-.0000483,.0002114,-.0001214,-.0139406,2.83e-06
992,.0083698,-.010661,-.0101621,-.0050428,-.0068294,.0081649,-.0005223,.0005555,.0002183,.0000654,.0003508,-.0002668,-.0161605,.0004009
993,.0066365,-.0055503,-.0102529,-.0003347,-.0042896,.0043457,-.0004342,.0002456,.0003215,-.0001369,.0001691,-.0001638,-.0094453,1.41e-06
994,.0109993,-.0029751,-.0037199,.0002951,-.0042298,.0018563,-.0003546,.0001498,.0000665,-.0002154,.0002957,-.0001382,.002226,-.0001962
995,.0108527,-.006847,-.0043617,-.0021697,-.0022063,.0064109,-.000521,.0002893,.0000923,-.0001019,.0000451,-.0003125,.0016788,-.0005087
996,.0107098,-.0079264,-.0069121,-.0029196,-.0019955,.0081179,-.000578,.000299,.0001555,-.0001074,.0001431,-.0001727,-.0009259,-.0002606
997,.0076591,-.0047423,-.007006,.0011304,-.0016869,-.003352,-.000566,.0003139,.0001387,-.0000704,.0001529,.0000945,-.0079977,.0000636
998,.0082589,-.0070108,-.0067139,-.002912,-.0022303,.0017386,-.0005631,.000419,.0000804,.0000914,.0001372,4.61e-06,-.0088694,.0001695
999,.0132532,-.00424,-.0074845,-.0017623,-.0054431,-.0041418,-.0006537,.0002809,.0002454,-.0000261,.0003407,.0000764,-.0098185,.0002635
1000,-.0014072,-.0124084,-.014621,.0026439,-.0045592,.0065631,-.0001444,.0004498,.0002309,-.0001662,.0000791,-.00019,-.0237889,.0002592
